Year,ID1,Latitude,Longitude,Elevation,MAT,MAP
1964,Oregon Creek,39.39704,-121.082001,448,14.7,1375
1964,Paradise Creek,36.51883,-118.7603,887,13.8,596
1964,Rainbow Pool,37.81878,-120.007301,833,12.7,1062
1964,Redwood Creek,36.68952,-118.909599,1677,9.2,712
1964,Rock Creek,43.37876,-122.952103,295,10.2,1941
1964,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.3,721
1964,Sweetwater Creek,37.64232,-119.924797,370,14.9,771
1964,Sweetwater River,32.89913,-116.586502,1386,11.9,590
1964,Wawona,37.53822,-119.651398,1208,11.5,1087
1964,West Fork Mojave River,34.28425,-117.375397,1087,13.7,402
1964,Whitewater Canyon,33.99329,-116.662697,696,17,199
1964,Willow Creek,39.45785,-121.061798,748,13.2,1454
1965,Bear Creek,36.20696,-118.726898,1119,12.5,806
1965,Buck Meadows,37.77722,-120.063301,830,12.8,960
1965,Canton Creek,43.4137,-122.780403,503,10.6,1127
1965,Carlon,37.81006,-119.856796,1320,10.3,1008
1965,Cherokee Creek,39.55384,-120.987801,1289,11.4,1786
1965,Chino Creek,39.73262,-121.4039,776,13.4,1473
1965,Coast Fork of Williamette,43.6517,-123.087997,254,10.9,1003
1965,Corral Creek,35.8529,-118.447304,982,14,446
1965,Deep Creek,41.66546,-123.113403,694,12.3,182
1965,Deer Creek,42.27525,-123.639999,387,11.8,1445
1965,Fiddle Creek,39.5204,-120.998199,706,12.9,1549
1965,Hauser Creek,32.65822,-116.532303,788,14,492
1965,Kitchen Creek,32.75206,-116.452202,1173,12.4,693
1965,Little Jameson Creek,39.74298,-120.704002,1592,8.1,1335
1965,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.6,1409
1965,Mill Creek,34.07808,-116.875603,1992,7.8,1319
1965,Moss Creek Merced Drainage,37.67203,-119.818199,529,13.9,821
1965,North Fork Middle Fork Tule,36.20081,-118.650902,1284,11.6,945
1965,North Fork Tuolumne,37.98555,-120.204498,689,13.6,920
1965,O'Neil Creek,41.80979,-123.118896,487,12,680
1965,Oregon Creek,39.39704,-121.082001,448,14.7,1261
1965,Paradise Creek,36.51883,-118.7603,887,13.5,917
1965,Rainbow Pool,37.81878,-120.007301,833,12.4,945
1965,Redwood Creek,36.68952,-118.909599,1677,9,1027
1965,Rock Creek,43.37876,-122.952103,295,11.1,1209
1965,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9,1175
1965,Sweetwater Creek,37.64232,-119.924797,370,14.6,704
1965,Sweetwater River,32.89913,-116.586502,1386,12.1,1030
1965,Wawona,37.53822,-119.651398,1208,11.2,1024
1965,West Fork Mojave River,34.28425,-117.375397,1087,13.8,861
1965,Whitewater Canyon,33.99329,-116.662697,696,17.2,415
1965,Willow Creek,39.45785,-121.061798,748,13.3,1336
1966,Bear Creek,36.20696,-118.726898,1119,13.5,545
1966,Buck Meadows,37.77722,-120.063301,830,13.8,641
1966,Canton Creek,43.4137,-122.780403,503,10.7,1424
1966,Carlon,37.81006,-119.856796,1320,11.3,664
1966,Cherokee Creek,39.55384,-120.987801,1289,12.2,1541
1966,Chino Creek,39.73262,-121.4039,776,14.3,1378
1966,Coast Fork of Williamette,43.6517,-123.087997,254,11,1170
1966,Corral Creek,35.8529,-118.447304,982,14.9,254
1966,Deep Creek,41.66546,-123.113403,694,12.4,188
1966,Deer Creek,42.27525,-123.639999,387,12,1748
1966,Fiddle Creek,39.5204,-120.998199,706,13.7,1328
1966,Hauser Creek,32.65822,-116.532303,788,14.6,302
1966,Kitchen Creek,32.75206,-116.452202,1173,13.1,425
1966,Little Jameson Creek,39.74298,-120.704002,1592,8.8,1036
1966,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.5,1237
1966,Mill Creek,34.07808,-116.875603,1992,8.6,807
1966,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.8,567
1966,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.5,604
1966,North Fork Tuolumne,37.98555,-120.204498,689,14.5,623
1966,O'Neil Creek,41.80979,-123.118896,487,12.2,914
1966,Oregon Creek,39.39704,-121.082001,448,15.6,1139
1966,Paradise Creek,36.51883,-118.7603,887,14.5,550
1966,Rainbow Pool,37.81878,-120.007301,833,13.4,633
1966,Redwood Creek,36.68952,-118.909599,1677,9.9,657
1966,Rock Creek,43.37876,-122.952103,295,11,1474
1966,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.9,689
1966,Sweetwater Creek,37.64232,-119.924797,370,15.6,476
1966,Sweetwater River,32.89913,-116.586502,1386,12.9,606
1966,Wawona,37.53822,-119.651398,1208,12.1,700
1966,West Fork Mojave River,34.28425,-117.375397,1087,14.5,573
1966,Whitewater Canyon,33.99329,-116.662697,696,18.1,287
1966,Willow Creek,39.45785,-121.061798,748,14.1,1174
1967,Bear Creek,36.20696,-118.726898,1119,13.3,774
1967,Buck Meadows,37.77722,-120.063301,830,13.2,1058
1967,Canton Creek,43.4137,-122.780403,503,10.9,1158
1967,Carlon,37.81006,-119.856796,1320,10.6,1222
1967,Cherokee Creek,39.55384,-120.987801,1289,12,2130
1967,Chino Creek,39.73262,-121.4039,776,14,1797
1967,Coast Fork of Williamette,43.6517,-123.087997,254,11.1,1001
1967,Corral Creek,35.8529,-118.447304,982,14.7,372
1967,Deep Creek,41.66546,-123.113403,694,12.3,159
1967,Deer Creek,42.27525,-123.639999,387,12.1,1364
1967,Fiddle Creek,39.5204,-120.998199,706,13.6,1847
1967,Hauser Creek,32.65822,-116.532303,788,14.4,434
1967,Kitchen Creek,32.75206,-116.452202,1173,12.9,630
1967,Little Jameson Creek,39.74298,-120.704002,1592,8.6,1598
1967,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,1641
1967,Mill Creek,34.07808,-116.875603,1992,8.2,869
1967,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.2,981
1967,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.3,853
1967,North Fork Tuolumne,37.98555,-120.204498,689,13.9,1003
1967,O'Neil Creek,41.80979,-123.118896,487,12.1,774
1967,Oregon Creek,39.39704,-121.082001,448,15.5,1511
1967,Paradise Creek,36.51883,-118.7603,887,14.2,821
1967,Rainbow Pool,37.81878,-120.007301,833,12.8,1066
1967,Redwood Creek,36.68952,-118.909599,1677,9.6,960
1967,Rock Creek,43.37876,-122.952103,295,11.2,1189
1967,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.7,998
1967,Sweetwater Creek,37.64232,-119.924797,370,15,802
1967,Sweetwater River,32.89913,-116.586502,1386,12.6,865
1967,Wawona,37.53822,-119.651398,1208,11.6,1213
1967,West Fork Mojave River,34.28425,-117.375397,1087,14.2,672
1967,Whitewater Canyon,33.99329,-116.662697,696,17.7,285
1967,Willow Creek,39.45785,-121.061798,748,14,1588
1968,Bear Creek,36.20696,-118.726898,1119,13.4,449
1968,Buck Meadows,37.77722,-120.063301,830,13.4,833
1968,Canton Creek,43.4137,-122.780403,503,10.7,1524
1968,Carlon,37.81006,-119.856796,1320,10.8,887
1968,Cherokee Creek,39.55384,-120.987801,1289,12.1,1870
1968,Chino Creek,39.73262,-121.4039,776,14,1634
1968,Coast Fork of Williamette,43.6517,-123.087997,254,10.9,1454
1968,Corral Creek,35.8529,-118.447304,982,14.9,215
1968,Deep Creek,41.66546,-123.113403,694,12.2,199
1968,Deer Creek,42.27525,-123.639999,387,12,1662
1968,Fiddle Creek,39.5204,-120.998199,706,13.6,1630
1968,Hauser Creek,32.65822,-116.532303,788,14.3,173
1968,Kitchen Creek,32.75206,-116.452202,1173,12.8,257
1968,Little Jameson Creek,39.74298,-120.704002,1592,8.6,1328
1968,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,1520
1968,Mill Creek,34.07808,-116.875603,1992,8.4,450
1968,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.4,733
1968,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.4,487
1968,North Fork Tuolumne,37.98555,-120.204498,689,14.1,821
1968,O'Neil Creek,41.80979,-123.118896,487,12,852
1968,Oregon Creek,39.39704,-121.082001,448,15.5,1345
1968,Paradise Creek,36.51883,-118.7603,887,14.3,471
1968,Rainbow Pool,37.81878,-120.007301,833,13,827
1968,Redwood Creek,36.68952,-118.909599,1677,9.7,610
1968,Rock Creek,43.37876,-122.952103,295,11.1,1608
1968,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.8,549
1968,Sweetwater Creek,37.64232,-119.924797,370,15.2,617
1968,Sweetwater River,32.89913,-116.586502,1386,12.6,351
1968,Wawona,37.53822,-119.651398,1208,11.7,871
1968,West Fork Mojave River,34.28425,-117.375397,1087,14.3,343
1968,Whitewater Canyon,33.99329,-116.662697,696,17.9,166
1968,Willow Creek,39.45785,-121.061798,748,14,1414
1969,Bear Creek,36.20696,-118.726898,1119,13.4,1201
1969,Buck Meadows,37.77722,-120.063301,830,13.1,1369
1969,Canton Creek,43.4137,-122.780403,503,10.3,1383
1969,Carlon,37.81006,-119.856796,1320,10.5,1542
1969,Cherokee Creek,39.55384,-120.987801,1289,11.8,2617
1969,Chino Creek,39.73262,-121.4039,776,13.8,2299
1969,Coast Fork of Williamette,43.6517,-123.087997,254,10.5,1235
1969,Corral Creek,35.8529,-118.447304,982,14.8,614
1969,Deep Creek,41.66546,-123.113403,694,12.1,212
1969,Deer Creek,42.27525,-123.639999,387,11.6,1617
1969,Fiddle Creek,39.5204,-120.998199,706,13.3,2309
1969,Hauser Creek,32.65822,-116.532303,788,14.5,427
1969,Kitchen Creek,32.75206,-116.452202,1173,13,600
1969,Little Jameson Creek,39.74298,-120.704002,1592,8.4,1922
1969,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14,2075
1969,Mill Creek,34.07808,-116.875603,1992,8.1,1312
1969,Moss Creek Merced Drainage,37.67203,-119.818199,529,14,1277
1969,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.4,1346
1969,North Fork Tuolumne,37.98555,-120.204498,689,13.9,1302
1969,O'Neil Creek,41.80979,-123.118896,487,11.8,944
1969,Oregon Creek,39.39704,-121.082001,448,15.3,1871
1969,Paradise Creek,36.51883,-118.7603,887,14.2,1312
1969,Rainbow Pool,37.81878,-120.007301,833,12.7,1369
1969,Redwood Creek,36.68952,-118.909599,1677,9.4,1617
1969,Rock Creek,43.37876,-122.952103,295,10.7,1499
1969,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.8,1558
1969,Sweetwater Creek,37.64232,-119.924797,370,14.8,1040
1969,Sweetwater River,32.89913,-116.586502,1386,12.9,864
1969,Wawona,37.53822,-119.651398,1208,11.4,1642
1969,West Fork Mojave River,34.28425,-117.375397,1087,13.9,1259
1969,Whitewater Canyon,33.99329,-116.662697,696,17.8,411
1969,Willow Creek,39.45785,-121.061798,748,13.8,1969
1970,Bear Creek,36.20696,-118.726898,1119,13.7,780
1970,Buck Meadows,37.77722,-120.063301,830,13.9,1117
1970,Canton Creek,43.4137,-122.780403,503,10.6,1555
1970,Carlon,37.81006,-119.856796,1320,11.4,1206
1970,Cherokee Creek,39.55384,-120.987801,1289,12,2626
1970,Chino Creek,39.73262,-121.4039,776,14.1,2261
1970,Coast Fork of Williamette,43.6517,-123.087997,254,10.6,1365
1970,Corral Creek,35.8529,-118.447304,982,15,428
1970,Deep Creek,41.66546,-123.113403,694,12.7,275
1970,Deer Creek,42.27525,-123.639999,387,12.1,1961
1970,Fiddle Creek,39.5204,-120.998199,706,13.6,2282
1970,Hauser Creek,32.65822,-116.532303,788,14.4,309
1970,Kitchen Creek,32.75206,-116.452202,1173,12.9,448
1970,Little Jameson Creek,39.74298,-120.704002,1592,8.6,1939
1970,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.3,2111
1970,Mill Creek,34.07808,-116.875603,1992,8,807
1970,Moss Creek Merced Drainage,37.67203,-119.818199,529,15,993
1970,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.6,888
1970,North Fork Tuolumne,37.98555,-120.204498,689,14.6,1072
1970,O'Neil Creek,41.80979,-123.118896,487,12.4,1236
1970,Oregon Creek,39.39704,-121.082001,448,15.5,1864
1970,Paradise Creek,36.51883,-118.7603,887,14.5,849
1970,Rainbow Pool,37.81878,-120.007301,833,13.5,1109
1970,Redwood Creek,36.68952,-118.909599,1677,9.9,1006
1970,Rock Creek,43.37876,-122.952103,295,10.9,1662
1970,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10,1082
1970,Sweetwater Creek,37.64232,-119.924797,370,15.7,826
1970,Sweetwater River,32.89913,-116.586502,1386,12.6,636
1970,Wawona,37.53822,-119.651398,1208,12.3,1199
1970,West Fork Mojave River,34.28425,-117.375397,1087,13.9,607
1970,Whitewater Canyon,33.99329,-116.662697,696,17.5,295
1970,Willow Creek,39.45785,-121.061798,748,14,1962
1971,Bear Creek,36.20696,-118.726898,1119,12.7,559
1971,Buck Meadows,37.77722,-120.063301,830,12.7,688
1971,Canton Creek,43.4137,-122.780403,503,9.7,1706
1971,Carlon,37.81006,-119.856796,1320,10.1,802
1971,Cherokee Creek,39.55384,-120.987801,1289,11.3,1579
1971,Chino Creek,39.73262,-121.4039,776,13.3,1176
1971,Coast Fork of Williamette,43.6517,-123.087997,254,9.9,1550
1971,Corral Creek,35.8529,-118.447304,982,14.3,276
1971,Deep Creek,41.66546,-123.113403,694,11.3,188
1971,Deer Creek,42.27525,-123.639999,387,10.9,1624
1971,Fiddle Creek,39.5204,-120.998199,706,12.8,1336
1971,Hauser Creek,32.65822,-116.532303,788,13.7,268
1971,Kitchen Creek,32.75206,-116.452202,1173,12.2,405
1971,Little Jameson Creek,39.74298,-120.704002,1592,7.9,1329
1971,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.5,1145
1971,Mill Creek,34.07808,-116.875603,1992,7.4,502
1971,Moss Creek Merced Drainage,37.67203,-119.818199,529,13.7,648
1971,North Fork Middle Fork Tule,36.20081,-118.650902,1284,11.7,635
1971,North Fork Tuolumne,37.98555,-120.204498,689,13.4,694
1971,O'Neil Creek,41.80979,-123.118896,487,11.1,875
1971,Oregon Creek,39.39704,-121.082001,448,14.7,1062
1971,Paradise Creek,36.51883,-118.7603,887,13.5,599
1971,Rainbow Pool,37.81878,-120.007301,833,12.3,707
1971,Redwood Creek,36.68952,-118.909599,1677,8.9,715
1971,Rock Creek,43.37876,-122.952103,295,10.1,1830
1971,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.2,751
1971,Sweetwater Creek,37.64232,-119.924797,370,14.5,511
1971,Sweetwater River,32.89913,-116.586502,1386,11.9,537
1971,Wawona,37.53822,-119.651398,1208,11.1,816
1971,West Fork Mojave River,34.28425,-117.375397,1087,13.4,543
1971,Whitewater Canyon,33.99329,-116.662697,696,17,134
1971,Willow Creek,39.45785,-121.061798,748,13.2,1129
1972,Bear Creek,36.20696,-118.726898,1119,13.1,459
1972,Buck Meadows,37.77722,-120.063301,830,13.3,585
1972,Canton Creek,43.4137,-122.780403,503,10.3,1598
1972,Carlon,37.81006,-119.856796,1320,10.8,604
1972,Cherokee Creek,39.55384,-120.987801,1289,11.7,1519
1972,Chino Creek,39.73262,-121.4039,776,13.6,1265
1972,Coast Fork of Williamette,43.6517,-123.087997,254,10.5,1400
1972,Corral Creek,35.8529,-118.447304,982,14.8,207
1972,Deep Creek,41.66546,-123.113403,694,12.1,175
1972,Deer Creek,42.27525,-123.639999,387,11.7,1502
1972,Fiddle Creek,39.5204,-120.998199,706,13.2,1304
1972,Hauser Creek,32.65822,-116.532303,788,14.4,212
1972,Kitchen Creek,32.75206,-116.452202,1173,12.9,308
1972,Little Jameson Creek,39.74298,-120.704002,1592,8.3,1031
1972,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.8,1172
1972,Mill Creek,34.07808,-116.875603,1992,8.3,419
1972,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.3,492
1972,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.2,509
1972,North Fork Tuolumne,37.98555,-120.204498,689,14,567
1972,O'Neil Creek,41.80979,-123.118896,487,11.8,857
1972,Oregon Creek,39.39704,-121.082001,448,15.1,1118
1972,Paradise Creek,36.51883,-118.7603,887,14,476
1972,Rainbow Pool,37.81878,-120.007301,833,12.9,571
1972,Redwood Creek,36.68952,-118.909599,1677,9.4,527
1972,Rock Creek,43.37876,-122.952103,295,10.7,1644
1972,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.7,595
1972,Sweetwater Creek,37.64232,-119.924797,370,15.1,429
1972,Sweetwater River,32.89913,-116.586502,1386,12.7,438
1972,Wawona,37.53822,-119.651398,1208,11.7,576
1972,West Fork Mojave River,34.28425,-117.375397,1087,14.2,311
1972,Whitewater Canyon,33.99329,-116.662697,696,17.9,109
1972,Willow Creek,39.45785,-121.061798,748,13.6,1159
1973,Bear Creek,36.20696,-118.726898,1119,13.4,1034
1973,Buck Meadows,37.77722,-120.063301,830,13.3,1211
1973,Canton Creek,43.4137,-122.780403,503,10.7,1578
1973,Carlon,37.81006,-119.856796,1320,10.8,1223
1973,Cherokee Creek,39.55384,-120.987801,1289,12,2598
1973,Chino Creek,39.73262,-121.4039,776,14,2438
1973,Coast Fork of Williamette,43.6517,-123.087997,254,10.9,1404
1973,Corral Creek,35.8529,-118.447304,982,14.7,520
1973,Deep Creek,41.66546,-123.113403,694,12.7,220
1973,Deer Creek,42.27525,-123.639999,387,12,1773
1973,Fiddle Creek,39.5204,-120.998199,706,13.5,2287
1973,Hauser Creek,32.65822,-116.532303,788,13.9,402
1973,Kitchen Creek,32.75206,-116.452202,1173,12.4,586
1973,Little Jameson Creek,39.74298,-120.704002,1592,8.6,1591
1973,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,2179
1973,Mill Creek,34.07808,-116.875603,1992,7.4,636
1973,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.4,1018
1973,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.4,1145
1973,North Fork Tuolumne,37.98555,-120.204498,689,14,1225
1973,O'Neil Creek,41.80979,-123.118896,487,12.5,963
1973,Oregon Creek,39.39704,-121.082001,448,15.4,2036
1973,Paradise Creek,36.51883,-118.7603,887,14.2,1061
1973,Rainbow Pool,37.81878,-120.007301,833,12.9,1184
1973,Redwood Creek,36.68952,-118.909599,1677,9.6,1244
1973,Rock Creek,43.37876,-122.952103,295,11.1,1715
1973,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.7,1319
1973,Sweetwater Creek,37.64232,-119.924797,370,15.1,876
1973,Sweetwater River,32.89913,-116.586502,1386,12.1,783
1973,Wawona,37.53822,-119.651398,1208,11.7,1231
1973,West Fork Mojave River,34.28425,-117.375397,1087,13.3,620
1973,Whitewater Canyon,33.99329,-116.662697,696,17.1,215
1973,Willow Creek,39.45785,-121.061798,748,13.9,2074
1974,Bear Creek,36.20696,-118.726898,1119,13.7,748
1974,Buck Meadows,37.77722,-120.063301,830,13.7,800
1974,Canton Creek,43.4137,-122.780403,503,10.6,1543
1974,Carlon,37.81006,-119.856796,1320,11.2,905
1974,Cherokee Creek,39.55384,-120.987801,1289,11.9,1755
1974,Chino Creek,39.73262,-121.4039,776,14,1557
1974,Coast Fork of Williamette,43.6517,-123.087997,254,10.8,1399
1974,Corral Creek,35.8529,-118.447304,982,15.1,386
1974,Deep Creek,41.66546,-123.113403,694,12.2,163
1974,Deer Creek,42.27525,-123.639999,387,11.8,1585
1974,Fiddle Creek,39.5204,-120.998199,706,13.5,1513
1974,Hauser Creek,32.65822,-116.532303,788,14.2,309
1974,Kitchen Creek,32.75206,-116.452202,1173,12.7,459
1974,Little Jameson Creek,39.74298,-120.704002,1592,8.4,1263
1974,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.1,1412
1974,Mill Creek,34.07808,-116.875603,1992,8.1,790
1974,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.8,717
1974,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.7,862
1974,North Fork Tuolumne,37.98555,-120.204498,689,14.3,779
1974,O'Neil Creek,41.80979,-123.118896,487,12,936
1974,Oregon Creek,39.39704,-121.082001,448,15.4,1242
1974,Paradise Creek,36.51883,-118.7603,887,14.4,841
1974,Rainbow Pool,37.81878,-120.007301,833,13.3,801
1974,Redwood Creek,36.68952,-118.909599,1677,9.8,989
1974,Rock Creek,43.37876,-122.952103,295,11.1,1639
1974,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.1,1007
1974,Sweetwater Creek,37.64232,-119.924797,370,15.5,595
1974,Sweetwater River,32.89913,-116.586502,1386,12.5,609
1974,Wawona,37.53822,-119.651398,1208,12.2,925
1974,West Fork Mojave River,34.28425,-117.375397,1087,14,645
1974,Whitewater Canyon,33.99329,-116.662697,696,17.8,302
1974,Willow Creek,39.45785,-121.061798,748,13.9,1291
1975,Bear Creek,36.20696,-118.726898,1119,12.8,495
1975,Buck Meadows,37.77722,-120.063301,830,12.6,943
1975,Canton Creek,43.4137,-122.780403,503,10,1616
1975,Carlon,37.81006,-119.856796,1320,10.1,1070
1975,Cherokee Creek,39.55384,-120.987801,1289,11,1731
1975,Chino Creek,39.73262,-121.4039,776,13,1431
1975,Coast Fork of Williamette,43.6517,-123.087997,254,10.3,1422
1975,Corral Creek,35.8529,-118.447304,982,14.4,252
1975,Deep Creek,41.66546,-123.113403,694,11.3,195
1975,Deer Creek,42.27525,-123.639999,387,11.3,1634
1975,Fiddle Creek,39.5204,-120.998199,706,12.6,1537
1975,Hauser Creek,32.65822,-116.532303,788,13.4,299
1975,Kitchen Creek,32.75206,-116.452202,1173,12,444
1975,Little Jameson Creek,39.74298,-120.704002,1592,7.7,1095
1975,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.1,1297
1975,Mill Creek,34.07808,-116.875603,1992,7.5,580
1975,Moss Creek Merced Drainage,37.67203,-119.818199,529,13.7,840
1975,North Fork Middle Fork Tule,36.20081,-118.650902,1284,11.8,545
1975,North Fork Tuolumne,37.98555,-120.204498,689,13.3,972
1975,O'Neil Creek,41.80979,-123.118896,487,11.1,1065
1975,Oregon Creek,39.39704,-121.082001,448,14.5,1343
1975,Paradise Creek,36.51883,-118.7603,887,13.5,497
1975,Rainbow Pool,37.81878,-120.007301,833,12.2,955
1975,Redwood Creek,36.68952,-118.909599,1677,8.8,598
1975,Rock Creek,43.37876,-122.952103,295,10.5,1712
1975,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.3,611
1975,Sweetwater Creek,37.64232,-119.924797,370,14.4,680
1975,Sweetwater River,32.89913,-116.586502,1386,11.8,621
1975,Wawona,37.53822,-119.651398,1208,11,988
1975,West Fork Mojave River,34.28425,-117.375397,1087,13.4,452
1975,Whitewater Canyon,33.99329,-116.662697,696,17,173
1975,Willow Creek,39.45785,-121.061798,748,13,1366
1976,Bear Creek,36.20696,-118.726898,1119,13.3,521
1976,Buck Meadows,37.77722,-120.063301,830,13.5,416
1976,Canton Creek,43.4137,-122.780403,503,10.3,1038
1976,Carlon,37.81006,-119.856796,1320,11.2,437
1976,Cherokee Creek,39.55384,-120.987801,1289,11.5,569
1976,Chino Creek,39.73262,-121.4039,776,13.6,521
1976,Coast Fork of Williamette,43.6517,-123.087997,254,10.5,926
1976,Corral Creek,35.8529,-118.447304,982,14.8,288
1976,Deep Creek,41.66546,-123.113403,694,11.8,134
1976,Deer Creek,42.27525,-123.639999,387,11.5,780
1976,Fiddle Creek,39.5204,-120.998199,706,13,500
1976,Hauser Creek,32.65822,-116.532303,788,14.6,435
1976,Kitchen Creek,32.75206,-116.452202,1173,13,584
1976,Little Jameson Creek,39.74298,-120.704002,1592,8,426
1976,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.7,439
1976,Mill Creek,34.07808,-116.875603,1992,8.3,994
1976,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.7,373
1976,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.3,590
1976,North Fork Tuolumne,37.98555,-120.204498,689,14.2,418
1976,O'Neil Creek,41.80979,-123.118896,487,11.5,446
1976,Oregon Creek,39.39704,-121.082001,448,15,420
1976,Paradise Creek,36.51883,-118.7603,887,14.1,543
1976,Rainbow Pool,37.81878,-120.007301,833,13.2,411
1976,Redwood Creek,36.68952,-118.909599,1677,9.4,647
1976,Rock Creek,43.37876,-122.952103,295,10.7,1064
1976,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.7,678
1976,Sweetwater Creek,37.64232,-119.924797,370,15.3,319
1976,Sweetwater River,32.89913,-116.586502,1386,12.7,830
1976,Wawona,37.53822,-119.651398,1208,11.9,492
1976,West Fork Mojave River,34.28425,-117.375397,1087,14.2,649
1976,Whitewater Canyon,33.99329,-116.662697,696,17.7,383
1976,Willow Creek,39.45785,-121.061798,748,13.5,442
1977,Bear Creek,36.20696,-118.726898,1119,13.8,469
1977,Buck Meadows,37.77722,-120.063301,830,14,606
1977,Canton Creek,43.4137,-122.780403,503,10.6,1398
1977,Carlon,37.81006,-119.856796,1320,11.7,713
1977,Cherokee Creek,39.55384,-120.987801,1289,12,1223
1977,Chino Creek,39.73262,-121.4039,776,14,1036
1977,Coast Fork of Williamette,43.6517,-123.087997,254,10.8,1207
1977,Corral Creek,35.8529,-118.447304,982,15.3,292
1977,Deep Creek,41.66546,-123.113403,694,12.3,208
1977,Deer Creek,42.27525,-123.639999,387,11.8,1458
1977,Fiddle Creek,39.5204,-120.998199,706,13.5,1052
1977,Hauser Creek,32.65822,-116.532303,788,14.8,381
1977,Kitchen Creek,32.75206,-116.452202,1173,13.3,542
1977,Little Jameson Creek,39.74298,-120.704002,1592,8.7,882
1977,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,929
1977,Mill Creek,34.07808,-116.875603,1992,8.8,681
1977,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.3,583
1977,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.8,544
1977,North Fork Tuolumne,37.98555,-120.204498,689,14.6,602
1977,O'Neil Creek,41.80979,-123.118896,487,12.1,780
1977,Oregon Creek,39.39704,-121.082001,448,15.3,887
1977,Paradise Creek,36.51883,-118.7603,887,14.6,533
1977,Rainbow Pool,37.81878,-120.007301,833,13.6,627
1977,Redwood Creek,36.68952,-118.909599,1677,10,618
1977,Rock Creek,43.37876,-122.952103,295,11.1,1447
1977,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.2,671
1977,Sweetwater Creek,37.64232,-119.924797,370,15.9,460
1977,Sweetwater River,32.89913,-116.586502,1386,13,659
1977,Wawona,37.53822,-119.651398,1208,12.7,723
1977,West Fork Mojave River,34.28425,-117.375397,1087,14.8,548
1977,Whitewater Canyon,33.99329,-116.662697,696,18.3,266
1977,Willow Creek,39.45785,-121.061798,748,13.9,928
1978,Bear Creek,36.20696,-118.726898,1119,13.8,1298
1978,Buck Meadows,37.77722,-120.063301,830,13.4,1289
1978,Canton Creek,43.4137,-122.780403,503,10.5,1068
1978,Carlon,37.81006,-119.856796,1320,11,1376
1978,Cherokee Creek,39.55384,-120.987801,1289,11.8,2022
1978,Chino Creek,39.73262,-121.4039,776,14.1,1877
1978,Coast Fork of Williamette,43.6517,-123.087997,254,10.8,984
1978,Corral Creek,35.8529,-118.447304,982,14.9,707
1978,Deep Creek,41.66546,-123.113403,694,12.3,159
1978,Deer Creek,42.27525,-123.639999,387,11.9,1299
1978,Fiddle Creek,39.5204,-120.998199,706,13.3,1789
1978,Hauser Creek,32.65822,-116.532303,788,15,753
1978,Kitchen Creek,32.75206,-116.452202,1173,13.5,1075
1978,Little Jameson Creek,39.74298,-120.704002,1592,8.2,1285
1978,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,1683
