Year,ID1,Latitude,Longitude,Elevation,MAT,MAP
1978,Mill Creek,34.07808,-116.875603,1992,8.7,1610
1978,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.6,1164
1978,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.7,1469
1978,North Fork Tuolumne,37.98555,-120.204498,689,14.1,1235
1978,O'Neil Creek,41.80979,-123.118896,487,12.1,643
1978,Oregon Creek,39.39704,-121.082001,448,15.2,1541
1978,Paradise Creek,36.51883,-118.7603,887,14.6,1357
1978,Rainbow Pool,37.81878,-120.007301,833,13,1275
1978,Redwood Creek,36.68952,-118.909599,1677,10,1613
1978,Rock Creek,43.37876,-122.952103,295,11.1,1095
1978,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10,1681
1978,Sweetwater Creek,37.64232,-119.924797,370,15.3,980
1978,Sweetwater River,32.89913,-116.586502,1386,13.1,1404
1978,Wawona,37.53822,-119.651398,1208,12.1,1447
1978,West Fork Mojave River,34.28425,-117.375397,1087,14.7,1257
1978,Whitewater Canyon,33.99329,-116.662697,696,18.1,615
1978,Willow Creek,39.45785,-121.061798,748,13.7,1584
1979,Bear Creek,36.20696,-118.726898,1119,14,559
1979,Buck Meadows,37.77722,-120.063301,830,13.5,1052
1979,Canton Creek,43.4137,-122.780403,503,10.7,1438
1979,Carlon,37.81006,-119.856796,1320,11.1,1147
1979,Cherokee Creek,39.55384,-120.987801,1289,11.9,2026
1979,Chino Creek,39.73262,-121.4039,776,14.2,1781
1979,Coast Fork of Williamette,43.6517,-123.087997,254,11.1,1332
1979,Corral Creek,35.8529,-118.447304,982,15.4,343
1979,Deep Creek,41.66546,-123.113403,694,12.1,214
1979,Deer Creek,42.27525,-123.639999,387,12.1,1615
1979,Fiddle Creek,39.5204,-120.998199,706,13.4,1787
1979,Hauser Creek,32.65822,-116.532303,788,14.6,375
1979,Kitchen Creek,32.75206,-116.452202,1173,13.1,537
1979,Little Jameson Creek,39.74298,-120.704002,1592,8.5,1244
1979,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.3,1610
1979,Mill Creek,34.07808,-116.875603,1992,8.5,920
1979,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.7,934
1979,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13,631
1979,North Fork Tuolumne,37.98555,-120.204498,689,14.2,1017
1979,O'Neil Creek,41.80979,-123.118896,487,11.9,888
1979,Oregon Creek,39.39704,-121.082001,448,15.3,1554
1979,Paradise Creek,36.51883,-118.7603,887,14.7,582
1979,Rainbow Pool,37.81878,-120.007301,833,13.2,1045
1979,Redwood Creek,36.68952,-118.909599,1677,10.1,735
1979,Rock Creek,43.37876,-122.952103,295,11.3,1563
1979,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.5,746
1979,Sweetwater Creek,37.64232,-119.924797,370,15.4,767
1979,Sweetwater River,32.89913,-116.586502,1386,12.8,747
1979,Wawona,37.53822,-119.651398,1208,12.2,1110
1979,West Fork Mojave River,34.28425,-117.375397,1087,14.4,716
1979,Whitewater Canyon,33.99329,-116.662697,696,17.9,383
1979,Willow Creek,39.45785,-121.061798,748,13.9,1594
1980,Bear Creek,36.20696,-118.726898,1119,13.8,1004
1980,Buck Meadows,37.77722,-120.063301,830,13.9,983
1980,Canton Creek,43.4137,-122.780403,503,10.6,1381
1980,Carlon,37.81006,-119.856796,1320,11.6,1196
1980,Cherokee Creek,39.55384,-120.987801,1289,11.9,1821
1980,Chino Creek,39.73262,-121.4039,776,13.9,1489
1980,Coast Fork of Williamette,43.6517,-123.087997,254,10.9,1245
1980,Corral Creek,35.8529,-118.447304,982,15.2,620
1980,Deep Creek,41.66546,-123.113403,694,12.6,124
1980,Deer Creek,42.27525,-123.639999,387,12.1,1332
1980,Fiddle Creek,39.5204,-120.998199,706,13.4,1609
1980,Hauser Creek,32.65822,-116.532303,788,15,627
1980,Kitchen Creek,32.75206,-116.452202,1173,13.5,862
1980,Little Jameson Creek,39.74298,-120.704002,1592,8.5,1356
1980,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.1,1365
1980,Mill Creek,34.07808,-116.875603,1992,8.6,1414
1980,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.2,962
1980,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.8,1194
1980,North Fork Tuolumne,37.98555,-120.204498,689,14.5,950
1980,O'Neil Creek,41.80979,-123.118896,487,12.3,608
1980,Oregon Creek,39.39704,-121.082001,448,15.3,1251
1980,Paradise Creek,36.51883,-118.7603,887,14.5,1079
1980,Rainbow Pool,37.81878,-120.007301,833,13.6,1018
1980,Redwood Creek,36.68952,-118.909599,1677,9.9,1211
1980,Rock Creek,43.37876,-122.952103,295,11.1,1472
1980,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.2,1450
1980,Sweetwater Creek,37.64232,-119.924797,370,15.8,742
1980,Sweetwater River,32.89913,-116.586502,1386,13.2,1258
1980,Wawona,37.53822,-119.651398,1208,12.5,1221
1980,West Fork Mojave River,34.28425,-117.375397,1087,14.4,1122
1980,Whitewater Canyon,33.99329,-116.662697,696,18.1,541
1980,Willow Creek,39.45785,-121.061798,748,13.8,1336
1981,Bear Creek,36.20696,-118.726898,1119,14.6,831
1981,Buck Meadows,37.77722,-120.063301,830,14.3,1068
1981,Canton Creek,43.4137,-122.780403,503,10.9,1704
1981,Carlon,37.81006,-119.856796,1320,12,1114
1981,Cherokee Creek,39.55384,-120.987801,1289,12.3,2569
1981,Chino Creek,39.73262,-121.4039,776,14.6,2090
1981,Coast Fork of Williamette,43.6517,-123.087997,254,11.2,1470
1981,Corral Creek,35.8529,-118.447304,982,16.4,411
1981,Deep Creek,41.66546,-123.113403,694,12.9,225
1981,Deer Creek,42.27525,-123.639999,387,12.3,1779
1981,Fiddle Creek,39.5204,-120.998199,706,13.9,2214
1981,Hauser Creek,32.65822,-116.532303,788,15.7,380
1981,Kitchen Creek,32.75206,-116.452202,1173,14.2,636
1981,Little Jameson Creek,39.74298,-120.704002,1592,9,1782
1981,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.7,1969
1981,Mill Creek,34.07808,-116.875603,1992,9,589
1981,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.6,878
1981,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.7,940
1981,North Fork Tuolumne,37.98555,-120.204498,689,14.9,1089
1981,O'Neil Creek,41.80979,-123.118896,487,12.6,1016
1981,Oregon Creek,39.39704,-121.082001,448,15.7,1904
1981,Paradise Creek,36.51883,-118.7603,887,15.2,914
1981,Rainbow Pool,37.81878,-120.007301,833,14,1054
1981,Redwood Creek,36.68952,-118.909599,1677,10.5,1036
1981,Rock Creek,43.37876,-122.952103,295,11.4,1861
1981,South Fork Middle Fork Tule,36.13756,-118.574097,1664,11.2,1102
1981,Sweetwater Creek,37.64232,-119.924797,370,16.2,753
1981,Sweetwater River,32.89913,-116.586502,1386,13.9,695
1981,Wawona,37.53822,-119.651398,1208,13,1035
1981,West Fork Mojave River,34.28425,-117.375397,1087,14.9,465
1981,Whitewater Canyon,33.99329,-116.662697,696,18.6,225
1981,Willow Creek,39.45785,-121.061798,748,14.3,1962
1982,Bear Creek,36.20696,-118.726898,1119,13.2,1167
1982,Buck Meadows,37.77722,-120.063301,830,12.4,1613
1982,Canton Creek,43.4137,-122.780403,503,9.8,1564
1982,Carlon,37.81006,-119.856796,1320,9.9,1725
1982,Cherokee Creek,39.55384,-120.987801,1289,10.6,2814
1982,Chino Creek,39.73262,-121.4039,776,13.3,2095
1982,Coast Fork of Williamette,43.6517,-123.087997,254,10.2,1448
1982,Corral Creek,35.8529,-118.447304,982,14.6,634
1982,Deep Creek,41.66546,-123.113403,694,11.3,237
1982,Deer Creek,42.27525,-123.639999,387,11.4,1814
1982,Fiddle Creek,39.5204,-120.998199,706,12.1,2415
1982,Hauser Creek,32.65822,-116.532303,788,14.1,615
1982,Kitchen Creek,32.75206,-116.452202,1173,12.7,929
1982,Little Jameson Creek,39.74298,-120.704002,1592,6.9,2042
1982,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.3,2020
1982,Mill Creek,34.07808,-116.875603,1992,7.1,1122
1982,Moss Creek Merced Drainage,37.67203,-119.818199,529,13.5,1422
1982,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.3,1371
1982,North Fork Tuolumne,37.98555,-120.204498,689,13.1,1561
1982,O'Neil Creek,41.80979,-123.118896,487,11.1,1117
1982,Oregon Creek,39.39704,-121.082001,448,14,2051
1982,Paradise Creek,36.51883,-118.7603,887,13.8,1404
1982,Rainbow Pool,37.81878,-120.007301,833,12,1593
1982,Redwood Creek,36.68952,-118.909599,1677,9,1703
1982,Rock Creek,43.37876,-122.952103,295,10.3,1694
1982,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.7,1641
1982,Sweetwater Creek,37.64232,-119.924797,370,14.2,1196
1982,Sweetwater River,32.89913,-116.586502,1386,12,1159
1982,Wawona,37.53822,-119.651398,1208,10.9,1745
1982,West Fork Mojave River,34.28425,-117.375397,1087,12.9,901
1982,Whitewater Canyon,33.99329,-116.662697,696,16.7,401
1982,Willow Creek,39.45785,-121.061798,748,12.5,2113
1983,Bear Creek,36.20696,-118.726898,1119,13.6,1380
1983,Buck Meadows,37.77722,-120.063301,830,13,1775
1983,Canton Creek,43.4137,-122.780403,503,10.3,1843
1983,Carlon,37.81006,-119.856796,1320,10.4,1910
1983,Cherokee Creek,39.55384,-120.987801,1289,11.2,3520
1983,Chino Creek,39.73262,-121.4039,776,13.8,3089
1983,Coast Fork of Williamette,43.6517,-123.087997,254,10.8,1698
1983,Corral Creek,35.8529,-118.447304,982,14.9,814
1983,Deep Creek,41.66546,-123.113403,694,12.1,306
1983,Deer Creek,42.27525,-123.639999,387,12.1,2352
1983,Fiddle Creek,39.5204,-120.998199,706,12.7,3045
1983,Hauser Creek,32.65822,-116.532303,788,15.1,736
1983,Kitchen Creek,32.75206,-116.452202,1173,13.7,1074
1983,Little Jameson Creek,39.74298,-120.704002,1592,7.7,2466
1983,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.9,2764
1983,Mill Creek,34.07808,-116.875603,1992,8.1,1601
1983,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.1,1584
1983,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.7,1601
1983,North Fork Tuolumne,37.98555,-120.204498,689,13.8,1783
1983,O'Neil Creek,41.80979,-123.118896,487,11.8,1390
1983,Oregon Creek,39.39704,-121.082001,448,14.6,2586
1983,Paradise Creek,36.51883,-118.7603,887,14.5,1514
1983,Rainbow Pool,37.81878,-120.007301,833,12.6,1778
1983,Redwood Creek,36.68952,-118.909599,1677,9.9,1788
1983,Rock Creek,43.37876,-122.952103,295,10.8,2022
1983,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10,1919
1983,Sweetwater Creek,37.64232,-119.924797,370,14.9,1317
1983,Sweetwater River,32.89913,-116.586502,1386,13.2,1406
1983,Wawona,37.53822,-119.651398,1208,11.6,1924
1983,West Fork Mojave River,34.28425,-117.375397,1087,14,1276
1983,Whitewater Canyon,33.99329,-116.662697,696,17.7,599
1983,Willow Creek,39.45785,-121.061798,748,13.1,2665
1984,Bear Creek,36.20696,-118.726898,1119,13.9,520
1984,Buck Meadows,37.77722,-120.063301,830,13.9,676
1984,Canton Creek,43.4137,-122.780403,503,10,1677
1984,Carlon,37.81006,-119.856796,1320,11.5,699
1984,Cherokee Creek,39.55384,-120.987801,1289,11.6,1403
1984,Chino Creek,39.73262,-121.4039,776,14,1171
1984,Coast Fork of Williamette,43.6517,-123.087997,254,10.4,1507
1984,Corral Creek,35.8529,-118.447304,982,15.4,319
1984,Deep Creek,41.66546,-123.113403,694,12,215
1984,Deer Creek,42.27525,-123.639999,387,11.7,1636
1984,Fiddle Creek,39.5204,-120.998199,706,13.1,1201
1984,Hauser Creek,32.65822,-116.532303,788,15.1,351
1984,Kitchen Creek,32.75206,-116.452202,1173,13.7,506
1984,Little Jameson Creek,39.74298,-120.704002,1592,7.9,967
1984,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.1,1057
1984,Mill Creek,34.07808,-116.875603,1992,9.4,623
1984,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.2,569
1984,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13,621
1984,North Fork Tuolumne,37.98555,-120.204498,689,14.5,637
1984,O'Neil Creek,41.80979,-123.118896,487,11.7,906
1984,Oregon Creek,39.39704,-121.082001,448,15,1027
1984,Paradise Creek,36.51883,-118.7603,887,14.8,587
1984,Rainbow Pool,37.81878,-120.007301,833,13.5,660
1984,Redwood Creek,36.68952,-118.909599,1677,10.3,667
1984,Rock Creek,43.37876,-122.952103,295,10.5,1775
1984,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.4,776
1984,Sweetwater Creek,37.64232,-119.924797,370,15.8,500
1984,Sweetwater River,32.89913,-116.586502,1386,13.4,588
1984,Wawona,37.53822,-119.651398,1208,12.6,694
1984,West Fork Mojave River,34.28425,-117.375397,1087,15.3,431
1984,Whitewater Canyon,33.99329,-116.662697,696,18.8,230
1984,Willow Creek,39.45785,-121.061798,748,13.6,1065
1985,Bear Creek,36.20696,-118.726898,1119,13.4,538
1985,Buck Meadows,37.77722,-120.063301,830,13.1,691
1985,Canton Creek,43.4137,-122.780403,503,9.6,946
1985,Carlon,37.81006,-119.856796,1320,10.9,726
1985,Cherokee Creek,39.55384,-120.987801,1289,11.1,1253
1985,Chino Creek,39.73262,-121.4039,776,13.2,978
1985,Coast Fork of Williamette,43.6517,-123.087997,254,9.8,877
1985,Corral Creek,35.8529,-118.447304,982,15.2,278
1985,Deep Creek,41.66546,-123.113403,694,11.7,115
1985,Deer Creek,42.27525,-123.639999,387,11.4,820
1985,Fiddle Creek,39.5204,-120.998199,706,12.6,1074
1985,Hauser Creek,32.65822,-116.532303,788,14.6,385
1985,Kitchen Creek,32.75206,-116.452202,1173,13.1,576
1985,Little Jameson Creek,39.74298,-120.704002,1592,7.6,896
1985,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.3,910
1985,Mill Creek,34.07808,-116.875603,1992,8.6,474
1985,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.5,614
1985,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.6,607
1985,North Fork Tuolumne,37.98555,-120.204498,689,13.8,629
1985,O'Neil Creek,41.80979,-123.118896,487,11.3,457
1985,Oregon Creek,39.39704,-121.082001,448,14.5,926
1985,Paradise Creek,36.51883,-118.7603,887,14.1,622
1985,Rainbow Pool,37.81878,-120.007301,833,12.8,676
1985,Redwood Creek,36.68952,-118.909599,1677,9.5,750
1985,Rock Creek,43.37876,-122.952103,295,10,1010
1985,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.1,726
1985,Sweetwater Creek,37.64232,-119.924797,370,15.1,525
1985,Sweetwater River,32.89913,-116.586502,1386,12.7,709
1985,Wawona,37.53822,-119.651398,1208,12,756
1985,West Fork Mojave River,34.28425,-117.375397,1087,14.6,378
1985,Whitewater Canyon,33.99329,-116.662697,696,18.1,149
1985,Willow Creek,39.45785,-121.061798,748,13,947
1986,Bear Creek,36.20696,-118.726898,1119,14.3,929
1986,Buck Meadows,37.77722,-120.063301,830,13.9,924
1986,Canton Creek,43.4137,-122.780403,503,11,1586
1986,Carlon,37.81006,-119.856796,1320,11.5,1016
1986,Cherokee Creek,39.55384,-120.987801,1289,12.2,1837
1986,Chino Creek,39.73262,-121.4039,776,14.6,1633
1986,Coast Fork of Williamette,43.6517,-123.087997,254,11.3,1402
1986,Corral Creek,35.8529,-118.447304,982,16,523
1986,Deep Creek,41.66546,-123.113403,694,13,175
1986,Deer Creek,42.27525,-123.639999,387,12.6,1626
1986,Fiddle Creek,39.5204,-120.998199,706,13.8,1609
1986,Hauser Creek,32.65822,-116.532303,788,15.2,338
1986,Kitchen Creek,32.75206,-116.452202,1173,13.7,481
1986,Little Jameson Creek,39.74298,-120.704002,1592,8.9,1345
1986,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.7,1522
1986,Mill Creek,34.07808,-116.875603,1992,9.5,783
1986,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.2,885
1986,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.5,1097
1986,North Fork Tuolumne,37.98555,-120.204498,689,14.7,899
1986,O'Neil Creek,41.80979,-123.118896,487,12.7,797
1986,Oregon Creek,39.39704,-121.082001,448,15.6,1314
1986,Paradise Creek,36.51883,-118.7603,887,14.9,1097
1986,Rainbow Pool,37.81878,-120.007301,833,13.6,928
1986,Redwood Creek,36.68952,-118.909599,1677,10.3,1312
1986,Rock Creek,43.37876,-122.952103,295,11.5,1675
1986,South Fork Middle Fork Tule,36.13756,-118.574097,1664,11,1306
1986,Sweetwater Creek,37.64232,-119.924797,370,15.9,702
1986,Sweetwater River,32.89913,-116.586502,1386,13.4,680
1986,Wawona,37.53822,-119.651398,1208,12.7,1121
1986,West Fork Mojave River,34.28425,-117.375397,1087,15.4,574
1986,Whitewater Canyon,33.99329,-116.662697,696,18.9,298
1986,Willow Creek,39.45785,-121.061798,748,14.2,1383
1987,Bear Creek,36.20696,-118.726898,1119,13.7,560
1987,Buck Meadows,37.77722,-120.063301,830,14,717
1987,Canton Creek,43.4137,-122.780403,503,11.1,1159
1987,Carlon,37.81006,-119.856796,1320,11.7,768
1987,Cherokee Creek,39.55384,-120.987801,1289,12.2,1528
1987,Chino Creek,39.73262,-121.4039,776,14.5,1485
1987,Coast Fork of Williamette,43.6517,-123.087997,254,11.4,1078
1987,Corral Creek,35.8529,-118.447304,982,15.1,344
1987,Deep Creek,41.66546,-123.113403,694,13.1,142
1987,Deer Creek,42.27525,-123.639999,387,12.6,1356
1987,Fiddle Creek,39.5204,-120.998199,706,13.7,1343
1987,Hauser Creek,32.65822,-116.532303,788,14.6,452
1987,Kitchen Creek,32.75206,-116.452202,1173,13.1,679
1987,Little Jameson Creek,39.74298,-120.704002,1592,8.8,967
1987,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.6,1278
1987,Mill Creek,34.07808,-116.875603,1992,8.7,913
1987,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.3,650
1987,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.7,642
1987,North Fork Tuolumne,37.98555,-120.204498,689,14.7,680
1987,O'Neil Creek,41.80979,-123.118896,487,12.7,678
1987,Oregon Creek,39.39704,-121.082001,448,15.6,1150
1987,Paradise Creek,36.51883,-118.7603,887,14.5,607
1987,Rainbow Pool,37.81878,-120.007301,833,13.7,707
1987,Redwood Creek,36.68952,-118.909599,1677,10,766
1987,Rock Creek,43.37876,-122.952103,295,11.6,1263
1987,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.1,792
1987,Sweetwater Creek,37.64232,-119.924797,370,15.9,548
1987,Sweetwater River,32.89913,-116.586502,1386,12.7,806
1987,Wawona,37.53822,-119.651398,1208,12.7,829
1987,West Fork Mojave River,34.28425,-117.375397,1087,14.8,593
1987,Whitewater Canyon,33.99329,-116.662697,696,18.2,297
1987,Willow Creek,39.45785,-121.061798,748,14.1,1178
1988,Bear Creek,36.20696,-118.726898,1119,14.4,636
1988,Buck Meadows,37.77722,-120.063301,830,14.2,624
1988,Canton Creek,43.4137,-122.780403,503,10.9,1392
1988,Carlon,37.81006,-119.856796,1320,11.8,682
1988,Cherokee Creek,39.55384,-120.987801,1289,12.3,1328
1988,Chino Creek,39.73262,-121.4039,776,14.8,1129
1988,Coast Fork of Williamette,43.6517,-123.087997,254,11.1,1234
1988,Corral Creek,35.8529,-118.447304,982,16.1,334
1988,Deep Creek,41.66546,-123.113403,694,12,210
1988,Deer Creek,42.27525,-123.639999,387,12,1185
1988,Fiddle Creek,39.5204,-120.998199,706,13.8,1162
1988,Hauser Creek,32.65822,-116.532303,788,14.9,336
1988,Kitchen Creek,32.75206,-116.452202,1173,13.5,505
1988,Little Jameson Creek,39.74298,-120.704002,1592,8.8,767
1988,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.8,1029
1988,Mill Creek,34.07808,-116.875603,1992,9,659
1988,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.4,550
1988,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.5,726
1988,North Fork Tuolumne,37.98555,-120.204498,689,14.8,579
1988,O'Neil Creek,41.80979,-123.118896,487,11.7,720
1988,Oregon Creek,39.39704,-121.082001,448,15.8,1073
1988,Paradise Creek,36.51883,-118.7603,887,14.9,665
1988,Rainbow Pool,37.81878,-120.007301,833,13.8,618
1988,Redwood Creek,36.68952,-118.909599,1677,10.2,762
1988,Rock Creek,43.37876,-122.952103,295,11.3,1450
1988,South Fork Middle Fork Tule,36.13756,-118.574097,1664,11.1,862
1988,Sweetwater Creek,37.64232,-119.924797,370,16.1,465
1988,Sweetwater River,32.89913,-116.586502,1386,13.2,623
1988,Wawona,37.53822,-119.651398,1208,12.9,699
1988,West Fork Mojave River,34.28425,-117.375397,1087,15,551
1988,Whitewater Canyon,33.99329,-116.662697,696,18.4,217
1988,Willow Creek,39.45785,-121.061798,748,14.3,1083
1989,Bear Creek,36.20696,-118.726898,1119,14,314
1989,Buck Meadows,37.77722,-120.063301,830,13.3,647
1989,Canton Creek,43.4137,-122.780403,503,10.3,1220
1989,Carlon,37.81006,-119.856796,1320,11.1,707
1989,Cherokee Creek,39.55384,-120.987801,1289,11.5,1733
1989,Chino Creek,39.73262,-121.4039,776,13.8,1408
1989,Coast Fork of Williamette,43.6517,-123.087997,254,10.7,997
1989,Corral Creek,35.8529,-118.447304,982,15.9,177
1989,Deep Creek,41.66546,-123.113403,694,11.7,134
1989,Deer Creek,42.27525,-123.639999,387,11.5,1015
1989,Fiddle Creek,39.5204,-120.998199,706,13,1477
1989,Hauser Creek,32.65822,-116.532303,788,15.1,148
1989,Kitchen Creek,32.75206,-116.452202,1173,13.6,215
1989,Little Jameson Creek,39.74298,-120.704002,1592,7.9,1300
1989,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.9,1314
1989,Mill Creek,34.07808,-116.875603,1992,9,288
1989,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.7,552
1989,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.2,344
1989,North Fork Tuolumne,37.98555,-120.204498,689,13.9,666
1989,O'Neil Creek,41.80979,-123.118896,487,11.4,632
1989,Oregon Creek,39.39704,-121.082001,448,14.9,1235
1989,Paradise Creek,36.51883,-118.7603,887,14.7,329
1989,Rainbow Pool,37.81878,-120.007301,833,13,647
1989,Redwood Creek,36.68952,-118.909599,1677,9.9,421
1989,Rock Creek,43.37876,-122.952103,295,10.7,1218
1989,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.8,402
1989,Sweetwater Creek,37.64232,-119.924797,370,15.3,461
1989,Sweetwater River,32.89913,-116.586502,1386,13.3,316
1989,Wawona,37.53822,-119.651398,1208,12.1,616
1989,West Fork Mojave River,34.28425,-117.375397,1087,14.9,285
1989,Whitewater Canyon,33.99329,-116.662697,696,18.4,106
1989,Willow Creek,39.45785,-121.061798,748,13.4,1282
1990,Bear Creek,36.20696,-118.726898,1119,13.8,416
1990,Buck Meadows,37.77722,-120.063301,830,13.4,590
1990,Canton Creek,43.4137,-122.780403,503,10.8,1291
1990,Carlon,37.81006,-119.856796,1320,11.1,675
1990,Cherokee Creek,39.55384,-120.987801,1289,11.8,1201
1990,Chino Creek,39.73262,-121.4039,776,14.1,1070
1990,Coast Fork of Williamette,43.6517,-123.087997,254,11.1,1194
1990,Corral Creek,35.8529,-118.447304,982,15.5,237
1990,Deep Creek,41.66546,-123.113403,694,11.7,179
1990,Deer Creek,42.27525,-123.639999,387,11.9,1178
1990,Fiddle Creek,39.5204,-120.998199,706,13.3,1063
1990,Hauser Creek,32.65822,-116.532303,788,14.9,218
1990,Kitchen Creek,32.75206,-116.452202,1173,13.4,336
1990,Little Jameson Creek,39.74298,-120.704002,1592,8.3,793
1990,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,986
1990,Mill Creek,34.07808,-116.875603,1992,8.6,453
1990,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.7,537
1990,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.9,453
1990,North Fork Tuolumne,37.98555,-120.204498,689,14.1,597
1990,O'Neil Creek,41.80979,-123.118896,487,11.5,584
1990,Oregon Creek,39.39704,-121.082001,448,15.2,865
1990,Paradise Creek,36.51883,-118.7603,887,14.5,408
1990,Rainbow Pool,37.81878,-120.007301,833,13.1,599
1990,Redwood Creek,36.68952,-118.909599,1677,9.9,511
1990,Rock Creek,43.37876,-122.952103,295,11.3,1350
1990,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.4,534
1990,Sweetwater Creek,37.64232,-119.924797,370,15.4,435
1990,Sweetwater River,32.89913,-116.586502,1386,12.8,451
1990,Wawona,37.53822,-119.651398,1208,12.1,700
1990,West Fork Mojave River,34.28425,-117.375397,1087,14.7,383
1990,Whitewater Canyon,33.99329,-116.662697,696,18,135
1990,Willow Creek,39.45785,-121.061798,748,13.8,930
1991,Bear Creek,36.20696,-118.726898,1119,13.9,689
1991,Buck Meadows,37.77722,-120.063301,830,13.8,846
1991,Canton Creek,43.4137,-122.780403,503,11,1362
1991,Carlon,37.81006,-119.856796,1320,11.5,934
1991,Cherokee Creek,39.55384,-120.987801,1289,11.8,1449
1991,Chino Creek,39.73262,-121.4039,776,14.1,1245
1991,Coast Fork of Williamette,43.6517,-123.087997,254,11.3,1149
1991,Corral Creek,35.8529,-118.447304,982,15,366
1991,Deep Creek,41.66546,-123.113403,694,12.4,163
1991,Deer Creek,42.27525,-123.639999,387,11.9,1154
1991,Fiddle Creek,39.5204,-120.998199,706,13.3,1261
1991,Hauser Creek,32.65822,-116.532303,788,14.4,471
1991,Kitchen Creek,32.75206,-116.452202,1173,13,718
1991,Little Jameson Creek,39.74298,-120.704002,1592,8.4,929
1991,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.2,1099
1991,Mill Creek,34.07808,-116.875603,1992,8.7,1022
1991,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.1,767
1991,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.9,777
1991,North Fork Tuolumne,37.98555,-120.204498,689,14.3,814
1991,O'Neil Creek,41.80979,-123.118896,487,12.1,541
1991,Oregon Creek,39.39704,-121.082001,448,15.2,1116
1991,Paradise Creek,36.51883,-118.7603,887,14.7,718
1991,Rainbow Pool,37.81878,-120.007301,833,13.4,843
1991,Redwood Creek,36.68952,-118.909599,1677,10.1,822
1991,Rock Creek,43.37876,-122.952103,295,11.5,1387
1991,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.2,876
1991,Sweetwater Creek,37.64232,-119.924797,370,15.7,633
1991,Sweetwater River,32.89913,-116.586502,1386,12.6,918
1991,Wawona,37.53822,-119.651398,1208,12.5,933
1991,West Fork Mojave River,34.28425,-117.375397,1087,14.9,757
1991,Whitewater Canyon,33.99329,-116.662697,696,18.1,427
1991,Willow Creek,39.45785,-121.061798,748,13.8,1126
1992,Bear Creek,36.20696,-118.726898,1119,14.6,725
1992,Buck Meadows,37.77722,-120.063301,830,14.3,811
1992,Canton Creek,43.4137,-122.780403,503,12,1269
1992,Carlon,37.81006,-119.856796,1320,12,836
1992,Cherokee Creek,39.55384,-120.987801,1289,12.3,1668
1992,Chino Creek,39.73262,-121.4039,776,14.7,1426
1992,Coast Fork of Williamette,43.6517,-123.087997,254,12.4,1138
1992,Corral Creek,35.8529,-118.447304,982,15.6,446
1992,Deep Creek,41.66546,-123.113403,694,13.3,166
