,Site,Year,Latitude,Longitude,Elevation,Decision,MAT.weath,MAP.weath,CMD.weath,MAT.weath.1,MAP.weath.1,CMD.weath.1,log.MAP.weath,log.MAP.weath.1,MAT.clim,MAP.clim,CMD.clim,log.MAP.clim,CMD.anom,MAT.anom,MAP.anom,CMD.anom.1,MAT.anom.1,MAP.anom.1,CMD.clim.s,MAT.clim.s,MAP.clim.s,CMD.weath.s,MAT.weath.s,MAP.weath.s,CMD.anom.s,MAT.anom.s,MAP.anom.s,CMD.anom.1.s,MAT.anom.1.s,MAP.anom.1.s
21,S18,2011,39.74298,-120.70401,1593,Unavailable,8.475,139.25,548,8.191666667,109.1666667,574,4.936270879,4.692875766,8.713888889,113.4638889,633.4666667,4.731484627,-85.46666667,-0.238888889,0.204786252,-59.46666667,-0.522222222,-0.03860886,-0.748195515,-1.500293621,0.626144297,-1.174712627,-1.731736813,1.089854618,-1.182517065,-0.935926525,1.379065993,-0.834310151,-1.190689698,0.717780366
33,S18,2012,39.74298,-120.70401,1593,Included,8.841666667,73.41666667,671,8.475,139.25,548,4.296150976,4.936270879,8.713888889,113.4638889,633.4666667,4.731484627,37.53333333,0.127777778,-0.435333651,-85.46666667,-0.238888889,0.204786252,-0.748195515,-1.500293621,0.626144297,-0.522739547,-1.570612574,0.200298018,0.521423679,-0.483552382,-0.89311032,-1.189827558,-0.82411564,1.632336976
45,S18,2013,39.74298,-120.70401,1593,Included,9.283333333,86.33333333,674,8.841666667,73.41666667,671,4.458215773,4.296150976,8.713888889,113.4638889,633.4666667,4.731484627,40.53333333,0.569444444,-0.273268854,37.53333333,0.127777778,-0.435333651,-0.748195515,-1.500293621,0.626144297,-0.506837764,-1.376531105,0.425514901,0.562983209,0.061352835,-0.317843419,0.492043255,-0.349725684,-0.772912177
57,S18,2014,39.74298,-120.70401,1593,Included,9.7,63.66666667,677,9.283333333,86.33333333,674,4.153661139,4.458215773,8.713888889,113.4638889,633.4666667,4.731484627,43.53333333,0.986111111,-0.577823487,40.53333333,0.569444444,-0.273268854,-0.748195515,-1.500293621,0.626144297,-0.490935982,-1.193435379,0.002283904,0.60454274,0.575414361,-1.398893738,0.533064494,0.221698582,-0.163954053
69,S18,2015,39.74298,-120.70401,1593,Unavailable,10.68333333,83.83333333,691,9.7,63.66666667,677,4.428830701,4.153661139,8.713888889,113.4638889,633.4666667,4.731484627,57.53333333,1.969444444,-0.302653926,43.53333333,0.986111111,-0.577823487,-0.748195515,-1.500293621,0.626144297,-0.416727664,-0.761329466,0.384679294,0.798487215,1.788599562,-0.422148979,0.574085733,0.760778078,-1.308317432
81,S18,2016,39.74298,-120.70401,1593,Remove,9.875,133.3333333,633,10.68333333,83.83333333,691,4.892852258,4.428830701,8.713888889,113.4638889,633.4666667,4.731484627,-0.466666667,1.161111111,0.161367632,57.53333333,1.969444444,-0.302653926,-0.748195515,-1.500293621,0.626144297,-0.724162124,-1.116535174,1.029516984,-0.004997039,0.791320202,1.224946803,0.765518183,2.033005689,-0.274368398
10,S29,2010,39.39442,-121.083023,440,Included,15.1,114.75,756,16.00833333,88,860,4.742755849,4.477336814,15.55722222,117.7,854.8333333,4.768139014,-98.83333333,-0.457222222,-0.025383165,5.166666667,0.451111111,-0.2908022,0.467330487,1.72602411,0.684139092,-0.072189044,1.179485228,0.820932231,-1.367687862,-1.205294765,0.562054218,0.049469661,0.068600005,-0.229835563
22,S29,2011,39.39442,-121.083023,440,Unavailable,15.36666667,140.75,774,15.1,114.75,756,4.946985267,4.742755849,15.55722222,117.7,854.8333333,4.768139014,-80.83333333,-0.190555556,0.178846253,-98.83333333,-0.457222222,-0.025383165,0.467330487,1.72602411,0.684139092,0.023221651,1.296666493,1.104744102,-1.11833068,-0.876295388,1.2869891,-1.372599969,-1.106593296,0.767475887
34,S29,2012,39.39442,-121.083023,440,Unavailable,15.70833333,80,851,15.36666667,140.75,774,4.382026635,4.946985267,15.55722222,117.7,854.8333333,4.768139014,-3.833333333,0.151111111,-0.38611238,-80.83333333,-0.190555556,0.178846253,0.467330487,1.72602411,0.684139092,0.4313674,1.446804988,0.319637002,-0.051636067,-0.454764937,-0.718393981,-1.126472533,-0.761582419,1.534867484
46,S29,2013,39.39442,-121.083023,440,Included,16.24166667,92.25,928,15.70833333,80,851,4.524502283,4.382026635,15.55722222,117.7,854.8333333,4.768139014,73.16666667,0.684444444,-0.243636731,-3.833333333,0.151111111,-0.38611238,0.467330487,1.72602411,0.684139092,0.839513149,1.681167517,0.517631397,1.015058545,0.203233816,-0.212660927,-0.073594057,-0.319537232,-0.587963358
58,S29,2014,39.39442,-121.083023,440,Included,16.66666667,61.91666667,914,16.24166667,92.25,928,4.125789395,4.524502283,15.55722222,117.7,854.8333333,4.768139014,59.16666667,1.109444444,-0.642349619,73.16666667,0.684444444,-0.243636731,0.467330487,1.72602411,0.684139092,0.765304831,1.867925157,-0.036448674,0.82111407,0.727576573,-1.627936372,0.97928442,0.370484523,-0.052611417
70,S29,2015,39.39442,-121.083023,440,Included,17.58333333,89.75,948,16.66666667,61.91666667,914,4.497028027,4.125789395,15.55722222,117.7,854.8333333,4.768139014,93.16666667,2.026111111,-0.271110987,59.16666667,1.109444444,-0.642349619,0.467330487,1.72602411,0.684139092,0.945525032,2.270735754,0.479451198,1.292122081,1.85851193,-0.310183832,0.787851969,0.920345609,-1.550774234
82,S29,2016,39.39442,-121.083023,440,Remove,16.75,133.5833333,840,17.58333333,89.75,948,4.894725503,4.497028027,15.55722222,117.7,854.8333333,4.768139014,-14.83333333,1.192777778,0.126586489,93.16666667,2.026111111,-0.271110987,0.467330487,1.72602411,0.684139092,0.373060864,1.904544303,1.032120179,-0.204021012,0.830388878,1.101487293,1.252759348,2.1063205,-0.155845873
11,S32,2010,37.539,-119.653999,1214,Included,11.84166667,84,757,12.875,63,828,4.430816799,4.143134726,12.37138889,88.30555556,807.6,4.480803022,-50.6,-0.529722222,-0.049986224,20.4,0.503611111,-0.337668296,0.207971905,0.224049842,0.229514336,-0.06688845,-0.252323348,0.387439319,-0.699502968,-1.29474147,0.474722944,0.257766399,0.136524022,-0.405934819
23,S32,2011,37.539,-119.653999,1214,Remove,12.125,110.9166667,731,11.84166667,84,757,4.708779169,4.430816799,12.37138889,88.30555556,807.6,4.480803022,-76.6,-0.246388889,0.227976146,-50.6,-0.529722222,-0.049986224,0.207971905,0.224049842,0.229514336,-0.204703898,-0.127818254,0.773715796,-1.059685564,-0.945179633,1.461381084,-0.713069599,-1.200393129,0.675029948
35,S32,2012,37.539,-119.653999,1214,Included,12.54166667,58.41666667,788,12.125,110.9166667,731,4.067601237,4.708779169,12.37138889,88.30555556,807.6,4.480803022,-19.6,0.170277778,-0.413201785,-76.6,-0.246388889,0.227976146,0.207971905,0.224049842,0.229514336,0.097429969,0.055277472,-0.117311118,-0.270054488,-0.431118107,-0.814550819,-1.068587006,-0.833819071,1.719472953
47,S32,2013,37.539,-119.653999,1214,Unavailable,13.15833333,55.91666667,930,12.54166667,58.41666667,788,4.023862487,4.067601237,12.37138889,88.30555556,807.6,4.480803022,122.4,0.786944444,-0.456940535,-19.6,0.170277778,-0.413201785,0.207971905,0.224049842,0.229514336,0.850114338,0.326259146,-0.178093627,1.697096615,0.329692952,-0.969806344,-0.289183459,-0.294739575,-0.689751741
59,S32,2014,37.539,-119.653999,1214,Included,13.74166667,42.5,882,13.15833333,55.91666667,930,3.749504076,4.023862487,12.37138889,88.30555556,807.6,4.480803022,74.4,1.370277778,-0.731298947,122.4,0.786944444,-0.456940535,0.207971905,0.224049842,0.229514336,0.595685818,0.582593162,-0.559361784,1.03214413,1.049379088,-1.943671836,1.652488536,0.503098079,-0.8541
71,S32,2015,37.539,-119.653999,1214,Remove,14.225,62.91666667,872,13.74166667,42.5,882,4.141811099,3.749504076,12.37138889,88.30555556,807.6,4.480803022,64.4,1.853611111,-0.338991923,74.4,1.370277778,-0.731298947,0.207971905,0.224049842,0.229514336,0.542679877,0.794984204,-0.014183762,0.893612362,1.645690458,-0.551134714,0.996148707,1.257809373,-1.885001139
83,S32,2016,37.539,-119.653999,1214,Remove,13.39166667,101.8333333,805,14.225,62.91666667,872,4.62333749,4.141811099,12.37138889,88.30555556,807.6,4.480803022,-2.6,1.020277778,0.142534467,64.4,1.853611111,-0.338991923,0.207971905,0.224049842,0.229514336,0.187540069,0.428792752,0.654979901,-0.034550483,0.617567406,1.158096406,0.859411242,1.883141589,-0.410908344
12,S36,2010,42.27411,-123.636169,393,Unavailable,11.7,118.8333333,594,12.15,88.83333333,762,4.777721951,4.486761955,12.1025,126.5944444,713.6666667,4.840988626,-119.6666667,-0.4025,-0.063266675,48.33333333,0.0475,-0.354226671,-0.307816723,0.097281066,0.799402192,-0.930885296,-0.314575895,0.869523639,-1.656295711,-1.137781351,0.427582515,0.639719716,-0.453588333,-0.468152877
24,S36,2011,42.27411,-123.636169,393,Included,11.68333333,145.1666667,627,11.7,118.8333333,594,4.977882508,4.777721951,12.1025,126.5944444,713.6666667,4.840988626,-86.66666667,-0.419166667,0.136893882,-119.6666667,-0.4025,-0.063266675,-0.307816723,0.097281066,0.799402192,-0.755965689,-0.321899724,1.147681127,-1.199140877,-1.158343812,1.138074524,-1.657469687,-1.035794189,0.625128681
36,S36,2012,42.27411,-123.636169,393,Included,11.8,123.8333333,683,11.68333333,145.1666667,627,4.818936575,4.977882508,12.1025,126.5944444,713.6666667,4.840988626,-30.66666667,-0.3025,-0.022052051,-86.66666667,-0.419166667,0.136893882,-0.307816723,0.097281066,0.799402192,-0.459132417,-0.27063292,0.926798441,-0.423362978,-1.014406585,0.573878378,-1.206236054,-1.057357369,1.37723154
48,S36,2013,42.27411,-123.636169,393,Unavailable,12.56666667,118.9166667,665,11.8,123.8333333,683,4.778422968,4.818936575,12.1025,126.5944444,713.6666667,4.840988626,-48.66666667,0.464166667,-0.062565658,-30.66666667,-0.3025,-0.022052051,-0.307816723,0.097281066,0.799402192,-0.554543111,0.066263215,0.870497822,-0.67272016,-0.068533377,0.430070851,-0.440506253,-0.90641511,0.779992543
60,S36,2014,42.27411,-123.636169,393,Included,12.65833333,94.5,786,12.56666667,118.9166667,665,4.548599834,4.778422968,12.1025,126.5944444,713.6666667,4.840988626,72.33333333,0.555833333,-0.292388792,-48.66666667,0.464166667,-0.062565658,-0.307816723,0.097281066,0.799402192,0.08682878,0.106544275,0.551119086,1.003514231,0.044560159,-0.385711751,-0.686633689,0.085491163,0.627762749
72,S36,2015,42.27411,-123.636169,393,Included,13.95,107.3333333,840,12.65833333,94.5,786,4.675939257,4.548599834,12.1025,126.5944444,713.6666667,4.840988626,126.3333333,1.8475,-0.165049369,72.33333333,0.555833333,-0.292388792,-0.307816723,0.097281066,0.799402192,0.373060864,0.674141025,0.728079095,1.751585777,1.638150889,0.066293597,0.967889631,0.204088652,-0.235797178
84,S36,2016,42.27411,-123.636169,393,Remove,13.45833333,149.6666667,829,13.95,107.3333333,840,5.008410599,4.675939257,12.1025,126.5944444,713.6666667,4.840988626,115.3333333,1.355833333,0.167421973,126.3333333,1.8475,-0.165049369,-0.307816723,0.097281066,0.799402192,0.314754329,0.458088068,1.190105156,1.599200833,1.031558288,1.246437357,1.706271939,1.875235089,0.242680427
