"","ID_Year","Site_Family1","Order","Family","Block","Drought","Site","Site.Name","Year","Flowering_Date","Experiment_Date","Flower_num","Structure","Wilted","Biomass","W_Mass","D_Mass","Area","SLA","Water_Content","Latitude","Longitude","Site.Lat","Site.1","Year.1","ID.B.D","Stomatal_Conductance","Assimilation","Elevation","MAT.weath","MAP.weath","CMD.weath","MAT.clim","MAP.clim","CMD.clim","CMD.anom","MAT.anom","MAP.anom","CMD.clim.s","MAT.clim.s","MAP.clim.s","CMD.weath.s","MAT.weath.s","MAP.weath.s","CMD.anom.s","MAT.anom.s","MAP.anom.s","Experiment_Date.s","SLA.s","Water_Content.s","Structure.s","Wilted.s","Stomatal_Conductance.s","Assimilation.s"
"740","S10_2013","S10_93",2766,93,4,"D","S10","North Fork Middle Fork Tule",2013,209,108,4,1,1,0.77,0.19,0.0269,9.006,334.795539033457,0.141578947368421,36.20081,-118.65092,"36.2_S10","S10",2013,"93_4_D",0.371708756,7.611876599,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,1.1698888872057,1.28084567884003,-1.1949679167126,0.435684719197842,0.241611432811846,-0.431267858136685,-1.25813346459341
"741","S10_2013","S10_93",116,93,1,"W","S10","North Fork Middle Fork Tule",2013,201,100,6,1,NA,2.45,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.258432259476552,NA,NA,0.435684719197842,NA,NA,NA
"742","S10_2013","S10_93",504,93,2,"W","S10","North Fork Middle Fork Tule",2013,194,93,7,1,NA,2.93,0.12,0.0324,5.728,176.79012345679,0.27,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.539092289786449,-0.771824201058393,0.972421269626443,0.435684719197842,NA,NA,NA
"743","S10_2013","S10_93",1666,93,3,"W","S10","North Fork Middle Fork Tule",2013,187,86,9,1,NA,2.24,0.19,0.0299,6.043,202.107023411371,0.157368421052632,36.20081,-118.65092,"36.2_S10","S10",2013,"93_3_W",0.716628067,18.4079600166667,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.33661683904945,-0.442928904656638,-0.928485639703705,0.435684719197842,NA,1.27216296528725,1.6470540625346
"744","S10_2013","S10_93",2178,93,4,"W","S10","North Fork Middle Fork Tule",2013,218,117,0,1,NA,1.76,0.17,0.0306,11.699,382.320261437909,0.18,36.20081,-118.65092,"36.2_S10","S10",2013,"93_4_W",0.694368955666667,5.56910788366667,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,2.19527759340099,1.89824582220927,-0.546527709324283,0.435684719197842,NA,1.16223332337392,-1.80783523726425
"745","S10_2013","S10_94",871,94,1,"D","S10","North Fork Middle Fork Tule",2013,198,97,6,1,1,1.33,0.14,0.0439,7.788,177.403189066059,0.313571428571429,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.083363975921877,-0.763859782206321,1.70778545784862,0.435684719197842,0.241611432811846,NA,NA
"746","S10_2013","S10_94",1225,94,2,"D","S10","North Fork Middle Fork Tule",2013,NA,NA,0,0,1,0.6,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,NA,NA,NA,-2.29448714823454,0.241611432811846,NA,NA
"747","S10_2013","S10_94",2562,94,3,"D","S10","North Fork Middle Fork Tule",2013,195,94,7,0,1,1.24,0.12,0.0175,7.4,422.857142857143,0.145833333333333,36.20081,-118.65092,"36.2_S10","S10",2013,"94_3_D",0.290549064,9.99810213933333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.425160211320306,2.42486597133892,-1.12316574762965,-2.29448714823454,0.241611432811846,-0.832086010566525,-0.616008685773479
"748","S10_2013","S10_94",2742,94,4,"D","S10","North Fork Middle Fork Tule",2013,205,104,3,0,1,1.57,0.28,0.0434,15.287,352.235023041475,0.155,36.20081,-118.65092,"36.2_S10","S10",2013,"94_4_D",0.29267072,11.9133996733333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.714160573341125,1.50740439148655,-0.96845798125504,-2.29448714823454,0.241611432811846,-0.821607924498731,-0.100608953180598
"749","S10_2013","S10_94",218,94,1,"W","S10","North Fork Middle Fork Tule",2013,208,107,3,1,NA,1.36,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,1.05595680873955,NA,NA,0.435684719197842,NA,NA,NA
"750","S10_2013","S10_94",681,94,2,"W","S10","North Fork Middle Fork Tule",2013,194,93,3,1,NA,1.39,0.08,0.0216,4.65,215.277777777778,0.27,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.539092289786449,-0.271825840342077,0.972421269626443,0.435684719197842,NA,NA,NA
"751","S10_2013","S10_94",1593,94,3,"W","S10","North Fork Middle Fork Tule",2013,201,100,7,1,NA,3.13,0.22,0.0475,11.72,246.736842105263,0.215909090909091,36.20081,-118.65092,"36.2_S10","S10",2013,"94_3_W",0.427161303333333,9.91931882866667,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.258432259476552,0.136863150216498,0.0595175903580776,0.435684719197842,NA,-0.157407928139971,-0.637208993574002
"752","S10_2013","S10_94",2009,94,4,"W","S10","North Fork Middle Fork Tule",2013,198,97,6,1,NA,2.18,0.14,0.0437,10.239,234.302059496567,0.312142857142857,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.083363975921877,-0.0246788047272517,1.68367515659543,0.435684719197842,NA,NA,NA
"753","S10_2013","S10_95",1132,95,1,"D","S10","North Fork Middle Fork Tule",2013,207,106,1,1,1,0.8,0.1,0.0303,4.74,156.435643564356,0.303,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.942024730273411,-1.03625202236888,1.52936922857504,0.435684719197842,0.241611432811846,NA,NA
"754","S10_2013","S10_95",1327,95,2,"D","S10","North Fork Middle Fork Tule",2013,189,88,10,1,1,2.78,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.10875268211716,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"755","S10_2013","S10_95",2505,95,3,"D","S10","North Fork Middle Fork Tule",2013,186,85,10,1,1,1.94,0.16,0.0276,8.255,299.094202898551,0.1725,36.20081,-118.65092,"36.2_S10","S10",2013,"95_3_D",0.705801517,13.9861336333333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.45054891751559,0.817044757277988,-0.67310679090351,0.435684719197842,0.241611432811846,1.21869457893373,0.457156359913666
"756","S10_2013","S10_95",2809,95,4,"D","S10","North Fork Middle Fork Tule",2013,182,81,15,1,1,3.04,0.16,0.0335,7.965,237.761194029851,0.209375,36.20081,-118.65092,"36.2_S10","S10",2013,"95_4_D",0.165976386333333,8.20528309333333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.90627723138017,0.020259283255826,-0.050759639805643,0.435684719197842,0.241611432811846,-1.44730508391628,-1.0984498942504
"757","S10_2013","S10_95",227,95,1,"W","S10","North Fork Middle Fork Tule",2013,206,105,6,1,NA,2.41,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.828092651807268,NA,NA,0.435684719197842,NA,NA,NA
"758","S10_2013","S10_95",683,95,2,"W","S10","North Fork Middle Fork Tule",2013,209,108,3,1,NA,1.96,0.12,0.0352,6.992,198.636363636364,0.293333333333333,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,1.1698888872057,-0.488016718625118,1.36622285676182,0.435684719197842,NA,NA,NA
"759","S10_2013","S10_95",1857,95,3,"W","S10","North Fork Middle Fork Tule",2013,189,88,7,1,NA,2.44,0.14,0.0339,7.639,225.339233038348,0.242142857142857,36.20081,-118.65092,"36.2_S10","S10",2013,"95_3_W",0.351031043666667,15.86711544,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.10875268211716,-0.141116104312194,0.502270395189313,0.435684719197842,NA,-0.533387546490387,0.963321852720108
"760","S10_2013","S10_95",2244,95,4,"W","S10","North Fork Middle Fork Tule",2013,216,115,0,1,NA,1.85,0.3,0.0621,17.448,280.966183574879,0.207,36.20081,-118.65092,"36.2_S10","S10",2013,"95_4_W",0.311081979333333,11.7978974,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,1.9674134364687,0.581541188542005,-0.0908430156390647,0.435684719197842,NA,-0.730681421846487,-0.131690202820985
"761","S10_2013","S10_96",1074,96,1,"D","S10","North Fork Middle Fork Tule",2013,199,98,6,0,1,1.71,0.15,0.0292,6.286,215.27397260274,0.194666666666667,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.0305681025442661,-0.271875273889401,-0.298995283124905,-2.29448714823454,0.241611432811846,NA,NA
"762","S10_2013","S10_96",1395,96,2,"D","S10","North Fork Middle Fork Tule",2013,205,104,4,1,1,1.16,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.714160573341125,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"763","S10_2013","S10_96",2502,96,3,"D","S10","North Fork Middle Fork Tule",2013,193,92,9,1,1,2,0.29,0.0389,15.406,396.041131105399,0.134137931034483,36.20081,-118.65092,"36.2_S10","S10",2013,"96_3_D",0.562423695333333,12.4259523566667,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.653024368252593,2.07649550934612,-1.3205515185214,0.435684719197842,0.241611432811846,0.510603750054677,0.037317145109759
"764","S10_2013","S10_96",2897,96,4,"D","S10","North Fork Middle Fork Tule",2013,NA,NA,0,0,1,0.25,0.13,0.0122,9.462,775.573770491803,0.0938461538461538,36.20081,-118.65092,"36.2_S10","S10",2013,"96_4_D",0.203882614333333,10.87203956,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,NA,7.00705573390255,-2.0005643387472,-2.29448714823454,0.241611432811846,-1.2601000330082,-0.380835244092166
"765","S10_2013","S10_96",330,96,1,"W","S10","North Fork Middle Fork Tule",2013,205,104,5,1,NA,1.5,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.714160573341125,NA,NA,0.435684719197842,NA,NA,NA
"766","S10_2013","S10_96",635,96,2,"W","S10","North Fork Middle Fork Tule",2013,201,100,6,1,NA,1.61,0.15,0.0405,6.513,160.814814814815,0.27,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.258432259476552,-0.979361612050185,0.972421269626443,0.435684719197842,NA,NA,NA
"767","S10_2013","S10_96",1814,96,3,"W","S10","North Fork Middle Fork Tule",2013,198,97,4,1,NA,1.88,0.23,0.0418,10.49,250.956937799043,0.181739130434783,36.20081,-118.65092,"36.2_S10","S10",2013,"96_3_W",0.238265562333333,10.5777888433333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.083363975921877,0.191686988306452,-0.517176038233448,0.435684719197842,NA,-1.09029517849432,-0.460017062056781
"768","S10_2013","S10_96",2278,96,4,"W","S10","North Fork Middle Fork Tule",2013,198,97,9,1,NA,3.49,0.33,0.0615,15.772,256.455284552846,0.186363636363636,36.20081,-118.65092,"36.2_S10","S10",2013,"96_4_W",0.578332657666667,9.99072569633333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.083363975921877,0.263116760061909,-0.439127276469181,0.435684719197842,NA,0.589172319407091,-0.617993660265535
"769","S10_2013","S10_97",927,97,1,"D","S10","North Fork Middle Fork Tule",2013,187,86,14,0,1,1.93,0.17,0.0398,8.168,205.226130653266,0.234117647058824,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.33661683904945,-0.402408157540192,0.366827232267003,-2.29448714823454,0.241611432811846,NA,NA
"770","S10_2013","S10_97",1246,97,2,"D","S10","North Fork Middle Fork Tule",2013,194,93,7,1,1,2.33,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.539092289786449,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"771","S10_2013","S10_97",2390,97,3,"D","S10","North Fork Middle Fork Tule",2013,189,88,5,0,1,1.5,0.17,0.0265,7.4,279.245283018868,0.155882352941176,36.20081,-118.65092,"36.2_S10","S10",2013,"97_3_D",0.559784774333333,17.16721754,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-1.10875268211716,0.55918473496899,-0.953566324598661,-2.29448714823454,0.241611432811846,0.497571080590772,1.3131746890489
"772","S10_2013","S10_97",3011,97,4,"D","S10","North Fork Middle Fork Tule",2013,194,93,8,1,1,2.7,0.26,0.0694,15.18,218.731988472622,0.266923076923077,36.20081,-118.65092,"36.2_S10","S10",2013,"97_4_D",0.239956269333333,9.884661564,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.539092289786449,-0.226951718614962,0.920491390004196,0.435684719197842,0.241611432811846,-1.08194539254343,-0.646535139838231
"773","S10_2013","S10_97",276,97,1,"W","S10","North Fork Middle Fork Tule",2013,209,108,3,1,NA,1.05,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,1.1698888872057,NA,NA,0.435684719197842,NA,NA,NA
"774","S10_2013","S10_97",471,97,2,"W","S10","North Fork Middle Fork Tule",2013,190,89,9,1,NA,2,0.11,0.0279,5.559,199.247311827957,0.253636363636364,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,-0.994820603651022,-0.480079807434542,0.696248727999039,0.435684719197842,NA,NA,NA
"775","S10_2013","S10_97",1566,97,3,"W","S10","North Fork Middle Fork Tule",2013,202,101,4,1,NA,1.5,0.19,0.0311,8.575,275.72347266881,0.163684210526316,36.20081,-118.65092,"36.2_S10","S10",2013,"97_3_W",0.668703432666667,11.24586815,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.372364337942695,0.513432416911446,-0.821892728900145,0.435684719197842,NA,1.03548065518974,-0.280239304348439
"776","S10_2013","S10_97",2071,97,4,"W","S10","North Fork Middle Fork Tule",2013,203,102,7,1,NA,2.37,0.15,0.0434,7.816,180.092165898618,0.289333333333333,36.20081,-118.65092,"36.2_S10","S10",2013,"97_4_W",0.544987418333333,13.2412203033333,1288,13.3,276,885,12.9,868,745,-140,-0.4,592,0.175462185254843,0.464990293014597,-0.369924082089497,0.618314819298675,0.36080522113296,-1.00561492226502,-1.12261126422396,0.210187923638203,1.42142037034853,0.486296416408839,-0.728926917837132,1.2987140132529,0.435684719197842,NA,0.424492329962115,0.256702840671119
"777","S10_2014","S10_98",1022,98,1,"D","S10","North Fork Middle Fork Tule",2014,207,106,3,1,1,1.16,0.12,0.0429,6.48,151.048951048951,0.3575,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.942024730273411,-1.10623127870192,2.44917722138409,0.435684719197842,0.241611432811846,NA,NA
"778","S10_2014","S10_98",1438,98,2,"D","S10","North Fork Middle Fork Tule",2014,201,100,6,0,1,1.45,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.258432259476552,NA,NA,-2.29448714823454,0.241611432811846,NA,NA
"779","S10_2014","S10_98",2386,98,3,"D","S10","North Fork Middle Fork Tule",2014,205,104,3,0,1,0.77,0.18,0.0378,8.869,234.62962962963,0.21,36.20081,-118.65092,"36.2_S10","S10",2014,"98_3_D",0.436154447,13.8040904333333,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.714160573341125,-0.0204232965015562,-0.0402113830073738,-2.29448714823454,0.241611432811846,-0.112994067759507,0.408169184326172
"780","S10_2014","S10_98",3034,98,4,"D","S10","North Fork Middle Fork Tule",2014,205,104,2,1,NA,0.83,0.21,0.0427,11.905,278.805620608899,0.203333333333333,36.20081,-118.65092,"36.2_S10","S10",2014,"98_4_D",0.454301747666667,11.97441952,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.714160573341125,0.553473020702915,-0.152726122188909,0.435684719197842,NA,-0.0233711608021704,-0.0841887301622054
"781","S10_2014","S10_98",95,98,1,"W","S10","North Fork Middle Fork Tule",2014,219,118,0,1,NA,1.19,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,2.30920967186713,NA,NA,0.435684719197842,NA,NA,NA
"782","S10_2014","S10_98",432,98,2,"W","S10","North Fork Middle Fork Tule",2014,213,112,1,1,NA,1.79,0.25,0.0542,15.23,280.9963099631,0.2168,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,1.62561720107027,0.581932564555697,0.0745536509577917,0.435684719197842,NA,NA,NA
"783","S10_2014","S10_98",1748,98,3,"W","S10","North Fork Middle Fork Tule",2014,185,84,9,1,NA,3.11,0.08,0.0189,4.666,246.878306878307,0.23625,36.20081,-118.65092,"36.2_S10","S10",2014,"98_3_W",0.52351658,10.19641316,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,-1.56448099598174,0.138700938355807,0.402815402519921,0.435684719197842,NA,0.318455681229066,-0.562643897688381
"784","S10_2014","S10_98",1997,98,4,"W","S10","North Fork Middle Fork Tule",2014,204,103,4,1,NA,2.09,0.28,0.0601,16.43,273.377703826955,0.214642857142857,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.600228494874982,0.482958214307017,0.0381470960654806,0.435684719197842,NA,NA,NA
"785","S10_2014","S10_99",904,99,1,"D","S10","North Fork Middle Fork Tule",2014,NA,NA,0,1,1,0.47,0.18,0.0418,10.977,262.607655502392,0.232222222222222,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,NA,0.343043049246403,0.334837747597743,0.435684719197842,0.241611432811846,NA,NA
"786","S10_2014","S10_99",1483,99,2,"D","S10","North Fork Middle Fork Tule",2014,204,103,3,1,1,1.33,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.600228494874982,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"787","S10_2014","S10_99",2425,99,3,"D","S10","North Fork Middle Fork Tule",2014,NA,NA,0,1,1,0.52,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"788","S10_2014","S10_99",3060,99,4,"D","S10","North Fork Middle Fork Tule",2014,193,92,8,1,0,1.84,0.17,0.0475,10.397,218.884210526316,0.279411764705882,36.20081,-118.65092,"36.2_S10","S10",2014,"99_4_D",0.35951771,8.068131915,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,-0.653024368252593,-0.224974181177197,1.13126560729449,0.435684719197842,-4.13615762361231,-0.491474993150298,-1.13535678698271
"789","S10_2014","S10_99",85,99,1,"W","S10","North Fork Middle Fork Tule",2014,206,105,3,1,NA,2.6,NA,NA,NA,NA,NA,36.20081,-118.65092,"36.2_S10",NA,NA,NA,NA,NA,1288,14.7,586,895,12.9,868,745,-150,-1.8,282,0.175462185254843,0.464990293014597,-0.369924082089497,0.671033500603069,0.976635322805472,-0.565687958758178,-1.25334652860052,-1.50634678607379,0.530552303440961,0.828092651807268,NA,NA,0.435684719197842,NA,NA,NA
