"","ID_Year","Site_Family1","Order","Family","Block","Drought","Site","Site.Name","Year","Flowering_Date","Experiment_Date","Flower_num","Structure","Wilted","Biomass","W_Mass","D_Mass","Area","SLA","Water_Content","Latitude","Longitude","Site.Lat","Site.1","Year.1","ID.B.D","Stomatal_Conductance","Assimilation","Elevation","MAT.weath","MAP.weath","CMD.weath","MAT.clim","MAP.clim","CMD.clim","CMD.anom","MAT.anom","MAP.anom","CMD.clim.s","MAT.clim.s","MAP.clim.s","CMD.weath.s","MAT.weath.s","MAP.weath.s","CMD.anom.s","MAT.anom.s","MAP.anom.s","Experiment_Date.s","SLA.s","Water_Content.s","Structure.s","Wilted.s","Stomatal_Conductance.s","Assimilation.s"
"14","S02_2010","S02_2",752,2,2,"W","S02","Sweetwater River",2010,212,111,1,1,NA,1.69,0.24,0.0378,11.171,295.529100529101,0.1575,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.51168512260413,0.770730026698553,-0.926264954061964,0.435684719197842,NA,NA,NA
"15","S02_2010","S02_2",1618,2,3,"W","S02","Sweetwater River",2010,198,97,12,1,NA,3.87,0.43,0.0689,18.548,269.201741654572,0.160232558139535,32.89928,-116.5849,"32.9_S02","S02",2010,"2_3_W",0.772361373,11.53808964,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,-0.083363975921877,0.428707720806135,-0.880146994106742,0.435684719197842,NA,1.54740946005866,-0.201603544039517
"16","S02_2010","S02_2",2200,2,4,"W","S02","Sweetwater River",2010,206,105,5,1,NA,2.02,0.22,0.0401,13.3,331.670822942643,0.182272727272727,32.89928,-116.5849,"32.9_S02","S02",2010,"2_4_W",0.684973968333333,10.0519892866667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.828092651807268,1.24025206640315,-0.508170411876033,0.435684719197842,NA,1.11583490351485,-0.601507846696122
"17","S02_2010","S02_3",875,3,1,"D","S02","Sweetwater River",2010,200,99,6,1,1,1.57,0.31,0.076,14.784,194.526315789474,0.245161290322581,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.144500181010409,-0.541410910143565,0.553213128482336,0.435684719197842,0.241611432811846,NA,NA
"18","S02_2010","S02_3",1510,3,2,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,1.17,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"19","S02_2010","S02_3",2477,3,3,"D","S02","Sweetwater River",2010,203,102,2,1,1,1.13,0.17,0.019,10.96,576.842105263158,0.111764705882353,32.89928,-116.5849,"32.9_S02","S02",2010,"3_3_D",0.759709690333333,13.5810048566667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.486296416408839,4.42530559636399,-1.69814915741764,0.435684719197842,0.241611432811846,1.48492740835765,0.348137651617412
"20","S02_2010","S02_3",2838,3,4,"D","S02","Sweetwater River",2010,201,100,5,1,1,1.71,0.33,0.0541,17.185,317.652495378928,0.163939393939394,32.89928,-116.5849,"32.9_S02","S02",2010,"3_4_D",0.165373501,8.98500183433333,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.258432259476552,1.05813806321174,-0.817585944625254,0.435684719197842,0.241611432811846,-1.45028251494736,-0.888630363093911
"21","S02_2010","S02_3",158,3,1,"W","S02","Sweetwater River",2010,213,112,1,1,NA,1.38,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.62561720107027,NA,NA,0.435684719197842,NA,NA,NA
"22","S02_2010","S02_3",720,3,2,"W","S02","Sweetwater River",2010,207,106,4,1,NA,1.92,0.16,0.0272,7.999,294.080882352941,0.17,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.942024730273411,0.751916027071551,-0.715299818096586,0.435684719197842,NA,NA,NA
"23","S02_2010","S02_3",1619,3,3,"W","S02","Sweetwater River",2010,205,104,6,1,NA,3.02,0.31,0.0522,18.284,350.268199233716,0.168387096774194,32.89928,-116.5849,"32.9_S02","S02",2010,"3_3_W",0.693009917,10.8682577966667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.714160573341125,1.48185311544631,-0.742521125963086,0.435684719197842,NA,1.15552152649507,-0.381852903111785
"24","S02_2010","S02_3",2150,3,4,"W","S02","Sweetwater River",2010,210,109,3,1,NA,1.68,0.34,0.0475,17.873,376.273684210526,0.139705882352941,32.89928,-116.5849,"32.9_S02","S02",2010,"3_4_W",0.381122821333333,10.101491,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.28382096567184,1.81969391368241,-1.22658002996562,0.435684719197842,NA,-0.384775218985708,-0.588187112260879
"25","S02_2010","S02_4",881,4,1,"D","S02","Sweetwater River",2010,209,108,1,1,1,0.98,0.25,0.054,11.159,206.648148148148,0.216,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.1698888872057,-0.383934534533161,0.0610518822560075,0.435684719197842,0.241611432811846,NA,NA
"26","S02_2010","S02_4",1204,4,2,"D","S02","Sweetwater River",2010,209,108,6,1,1,1.35,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.1698888872057,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"27","S02_2010","S02_4",2397,4,3,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,0.12,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"28","S02_2010","S02_4",2796,4,4,"D","S02","Sweetwater River",2010,202,101,8,1,1,2.8,0.41,0.0751,20.183,268.748335552597,0.183170731707317,32.89928,-116.5849,"32.9_S02","S02",2010,"4_4_D",0.104100827666667,6.34092785066667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.372364337942695,0.422817460364807,-0.493014601664772,0.435684719197842,0.241611432811846,-1.75288592699461,-1.60014123800824
"29","S02_2010","S02_4",185,4,1,"W","S02","Sweetwater River",2010,219,118,0,1,NA,1.44,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,2.30920967186713,NA,NA,0.435684719197842,NA,NA,NA
"30","S02_2010","S02_4",575,4,2,"W","S02","Sweetwater River",2010,212,111,2,1,NA,1.68,0.31,0.0511,13.742,268.923679060665,0.164838709677419,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.51168512260413,0.425095371766356,-0.802408003269387,0.435684719197842,NA,NA,NA
"31","S02_2010","S02_4",1720,4,3,"W","S02","Sweetwater River",2010,198,97,12,1,NA,4.21,0.31,0.0489,15.162,310.061349693252,0.157741935483871,32.89928,-116.5849,"32.9_S02","S02",2010,"4_3_W",0.713604457666667,18.0347336866667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,-0.083363975921877,0.959520455416218,-0.922181757881989,0.435684719197842,NA,1.25723046028642,1.546620188808
"32","S02_2010","S02_4",2223,4,4,"W","S02","Sweetwater River",2010,203,102,9,1,NA,2.53,0.27,0.0506,11.614,229.525691699605,0.187407407407407,32.89928,-116.5849,"32.9_S02","S02",2010,"4_4_W",0.858803371666667,11.69250712,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.486296416408839,-0.0867292494943488,-0.421511332455911,0.435684719197842,NA,1.9743150007785,-0.160050351135094
"33","S02_2010","S02_5",856,5,1,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,0.67,0.23,0.0429,11.064,257.902097902098,0.186521739130435,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,0.281912509391174,-0.436458942733651,0.435684719197842,0.241611432811846,NA,NA
"34","S02_2010","S02_5",1255,5,2,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,0.87,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"35","S02_2010","S02_5",2455,5,3,"D","S02","Sweetwater River",2010,208,107,4,1,1,1.82,0.33,0.0351,14.952,425.982905982906,0.106363636363636,32.89928,-116.5849,"32.9_S02","S02",2010,"5_3_D",0.207117764666667,12.8467003133333,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,1.05595680873955,2.46547318594947,-1.7893041466476,0.435684719197842,0.241611432811846,-1.24412280407244,0.150538919014576
"36","S02_2010","S02_5",2951,5,4,"D","S02","Sweetwater River",2010,207,106,1,1,1,0.93,0.26,0.0331,13.501,407.885196374622,0.127307692307692,32.89928,-116.5849,"32.9_S02","S02",2010,"5_4_D",0.646627066333333,16.5099234233333,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.942024730273411,2.23036337485539,-1.43582689785526,0.435684719197842,0.241611432811846,0.926453524257668,1.13629918748786
"37","S02_2010","S02_5",302,5,1,"W","S02","Sweetwater River",2010,217,116,0,1,NA,1.56,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,2.08134551493484,NA,NA,0.435684719197842,NA,NA,NA
"38","S02_2010","S02_5",436,5,2,"W","S02","Sweetwater River",2010,219,118,0,1,NA,2.33,0.39,0.0708,17.997,254.194915254237,0.181538461538462,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,2.30920967186713,0.233751994558356,-0.520562769513159,0.435684719197842,NA,NA,NA
"39","S02_2010","S02_5",1654,5,3,"W","S02","Sweetwater River",2010,195,94,11,1,NA,4.05,0.42,0.0826,17.157,207.71186440678,0.196666666666667,32.89928,-116.5849,"32.9_S02","S02",2010,"5_3_W",0.625566149666667,13.2300782266667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,-0.425160211320306,-0.370115651700049,-0.265240861370444,0.435684719197842,NA,0.822441329302417,0.253704547595193
"40","S02_2010","S02_5",2245,5,4,"W","S02","Sweetwater River",2010,204,103,6,1,NA,2.97,0.17,0.0505,9.759,193.247524752475,0.297058823529412,32.89928,-116.5849,"32.9_S02","S02",2010,"5_4_W",0.165724094,7.69963818233333,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.600228494874982,-0.558023858723527,1.42909874042209,0.435684719197842,NA,-1.44855106384088,-1.23451713565288
"41","S02_2010","S02_6",1084,6,1,"D","S02","Sweetwater River",2010,198,97,5,1,1,2.28,0.27,0.07,12.91,184.428571428571,0.259259259259259,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,-0.083363975921877,-0.672592082819769,0.791147523167303,0.435684719197842,0.241611432811846,NA,NA
"42","S02_2010","S02_6",1478,6,2,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,1.24,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"43","S02_2010","S02_6",2590,6,3,"D","S02","Sweetwater River",2010,NA,NA,0,1,1,0.37,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,NA,NA,NA,0.435684719197842,0.241611432811846,NA,NA
"44","S02_2010","S02_6",2976,6,4,"D","S02","Sweetwater River",2010,200,99,6,1,1,0.86,0.18,0.0257,7.92,308.171206225681,0.142777777777778,32.89928,-116.5849,"32.9_S02","S02",2010,"6_4_D",0.447600153666667,15.74967683,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.144500181010409,0.934965344122033,-1.17473500308785,0.435684719197842,0.241611432811846,-0.0564678921871896,0.931719541791597
"45","S02_2010","S02_6",4,6,1,"W","S02","Sweetwater River",2010,218,117,0,1,NA,0.91,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,2.19527759340099,NA,NA,0.435684719197842,NA,NA,NA
"46","S02_2010","S02_6",663,6,2,"W","S02","Sweetwater River",2010,207,106,4,1,NA,1.69,0.13,0.0351,6.812,194.074074074074,0.27,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.942024730273411,-0.547286043880256,0.972421269626442,0.435684719197842,NA,NA,NA
"47","S02_2010","S02_6",1812,6,3,"W","S02","Sweetwater River",2010,204,103,5,1,NA,1.98,0.33,0.0596,14.959,250.989932885906,0.180606060606061,32.89928,-116.5849,"32.9_S02","S02",2010,"6_3_W",0.393439618333333,13.5869379866667,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.600228494874982,0.192115631975031,-0.536299096671416,0.435684719197842,NA,-0.323947045594003,0.349734235730927
"48","S02_2010","S02_6",2016,6,4,"W","S02","Sweetwater River",2010,203,102,4,1,NA,2.14,0.28,0.0553,14.399,260.379746835443,0.1975,32.89928,-116.5849,"32.9_S02","S02",2010,"6_4_W",0.475733147,8.91449307033333,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.486296416408839,0.314099984231062,-0.251176518972753,0.435684719197842,NA,0.0824707130774493,-0.907604019910124
"49","S02_2010","S02_7",783,7,1,"D","S02","Sweetwater River",2010,205,104,4,1,1,0.93,0.32,0.071,11.504,162.028169014085,0.221875,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.714160573341125,-0.963598762344058,0.160205496159735,0.435684719197842,0.241611432811846,NA,NA
"50","S02_2010","S02_7",1274,7,2,"D","S02","Sweetwater River",2010,204,103,4,1,1,1.01,NA,NA,NA,NA,NA,32.89928,-116.5849,"32.9_S02",NA,NA,NA,NA,NA,1168,13.6,918,879,14,625,945,66,0.4,-293,1.29246283409204,0.980777844929948,-0.78997806315374,0.586683610516039,0.492768814348498,-0.094540372034726,1.57053518193318,1.19106490061649,-1.1218642722747,0.600228494874982,NA,NA,0.435684719197842,0.241611432811846,NA,NA
