PlotID,Year,Area,StArea,Count,
236,2012,31.2732,10.25148041,51,
236,2013,31.2732,10.05274832,62,
236,2014,31.2732,9.791982408,65,
236,2015,35.4144,7.459939401,334,
236,2016,35.4144,7.611461586,334,
236,2017,34.6704,7.532866313,338,
237,2012,0.8526,0.99598008,3,
237,2013,0.8526,0.99598008,3,
237,2014,0.8526,0.99598008,3,
237,2015,10.71,2.248041737,58,
237,2016,11.5175,2.334165899,65,
237,2017,,,65,
238,2012,210.7575,47.86160756,318,
238,2013,223.8075,51.29937716,373,
238,2014,223.8075,52.38730431,471,
238,2015,351.09,51.90853792,358,
238,2016,22996.92,591.2403542,542,
238,2017,22996.92,738.1870384,479,
239,2012,38.6066,20.1138361,11,
239,2013,,,11,
239,2014,38.7475,13.56269558,22,
239,2015,64.5322,15.07430495,108,
239,2016,48.1922,11.97371197,159,
239,2017,,,151,
240,2012,41.245,21.47371235,8,
240,2013,,,8,
240,2014,50.005,9.805646245,89,
240,2015,50.005,9.805646245,89,
240,2016,38.908,7.778889984,84,
240,2017,10.0688,8.184268886,4,
241,2012,53.4175,13.4155148,25,
241,2013,78.1808,15.65356555,27,
241,2014,78.1808,15.65356555,27,
241,2015,57.7448,25.82845503,9,
241,2016,43.086,23.86976021,6,
241,2017,,,1,
242,2012,,,1,
242,2013,,,1,
242,2014,,,1,
242,2015,,,1,
242,2016,,,1,
242,2017,,,1,
243,2012,56.3274,24.02722168,14,
243,2013,100.423,25.99364609,27,
243,2014,100.423,24.98908448,29,
243,2015,101.2385,24.35303529,29,
243,2016,79.7742,18.75551338,18,
243,2017,62.7912,17.27658818,13,
244,2012,,,1,
244,2013,,,1,
244,2014,,,1,
245,2012,11.7056,6.270853592,8,
245,2013,14.8577,7.941888886,9,
245,2014,15.7928,6.640928046,12,
245,2015,14.6224,4.689003978,11,
245,2016,7.7518,3.548544014,9,
245,2017,7.7518,4.725745005,6,
246,2012,15.3454,5.710121256,17,
246,2013,15.3454,5.207476581,21,
246,2014,15.617,5.066167922,24,
246,2015,22.407,5.714118889,44,
246,2016,21.504,5.262053312,37,
246,2017,21.504,5.34869277,37,
247,2011,,,1,
247,2012,58.1091,47.05094864,6,
247,2013,58.6719,41.6205514,7,
247,2014,59.9382,46.45733093,8,
247,2015,,,6,
248,2012,50.143,27.57597784,13,
248,2013,51.496,27.7234671,17,
248,2014,52.726,26.26492719,22,
248,2015,,,13,
249,2012,1.2717,1.022768027,4,
249,2013,1.2717,1.022768027,4,
249,2014,17.8324,9.705763193,7,
249,2015,,,6,
250,2012,60.97,25.39267754,9,
250,2013,123.3892,33.39854744,16,
250,2014,148.1436,33.85341668,24,
250,2015,134.9336,23.31338111,38,
250,2016,98.3818,17.86920421,42,
250,2017,,,41,
251,2012,19.4285,8.005853369,9,
251,2013,38.2881,12.39258031,10,
251,2014,38.2881,11.62828883,11,
251,2015,,,11,
252,2012,109.7426,44.28308219,35,
252,2013,109.7426,40.52220107,40,
252,2014,111.1121,40.01580093,41,
252,2015,111.1121,35.2577841,31,
252,2016,229.4045,36.67011946,60,
252,2017,234.9536,46.1267389,145,
253,2012,268.8336,106.1534717,28,
253,2013,319.2272,97.2774016,39,
253,2014,274.9296,28.3225812,182,
253,2015,339.9723,37.00633549,190,
253,2016,303.8085,33.31284896,187,
253,2017,261.366,74.34561052,60,
254,2012,167.9621,53.83712308,42,
254,2013,210.5415,71.47653752,69,
254,2014,330.9594,68.38384974,169,
254,2015,330.9594,68.93257367,169,
254,2016,330.2739,66.889409,176,
254,2017,201.1515,53.27279791,95,
255,2012,46.3133,18.94424227,11,
255,2013,67.1328,28.1128901,28,
255,2014,68.6448,27.52759232,36,
255,2015,68.6448,28.60853497,38,
255,2016,87.5952,25.40944068,50,
255,2017,98.164,26.70097511,47,
256,2012,135.102,35.83941846,30,
256,2013,135.102,24.99744156,55,
256,2014,147.752,13.96835648,154,
256,2015,131.8554,16.56968322,175,
256,2016,,,164,
256,2017,173.17333,31.01721122,241,
257,2012,6.8112,4.588918357,5,
257,2013,3.4056,2.290500709,5,
257,2014,3.4056,2.290500709,5,
257,2015,,,3,
258,2010,0,,1,
258,2011,0,,1,
258,2012,19.72,7.959967957,18,
258,2013,32.747,7.8290832,44,
258,2014,29.315,7.980461729,61,
258,2015,36.1,9.001723259,63,
258,2016,34.25,8.356574063,65,
258,2017,,,52,
259,2010,0,,1,
259,2011,0,,1,
259,2012,17.9564,11.04931467,5,
259,2013,26.0608,11.67638291,17,
259,2014,29.2105,6.537327358,62,
259,2015,29.2105,7.111984667,64,
259,2016,30.3502,4.450051001,63,
259,2017,,,19,
260,2012,13.1725,6.33756697,9,
260,2013,24.5727,10.41005947,20,
260,2014,26.163,5.44098749,91,
260,2015,26.163,5.790126785,89,
260,2016,26.265,6.16527968,90,
260,2017,,,17,
261,2012,86.9159,39.29334127,18,
261,2013,88.1049,32.80953192,27,
261,2014,88.1049,27.30720813,37,
261,2015,92.3853,22.50212686,39,
261,2016,92.5042,21.09747408,49,
261,2017,,,37,
262,2012,35.917,15.37428216,14,
262,2013,35.917,16.95457576,18,
262,2014,42.8072,10.69934032,61,
262,2015,67.2075,10.34506444,56,
262,2016,125.7939,13.18403464,59,
262,2017,,,54,
263,2012,53.4573,19.10810718,25,
263,2013,63.2045,16.35966658,52,
263,2014,83.0035,20.46493225,96,
263,2015,83.0035,20.53173979,94,
263,2016,88.5344,23.13522288,97,
263,2017,,,73,
264,2012,75.5205,43.67692781,6,
264,2013,102.718,33.6293476,12,
264,2014,120.8075,6.810912808,130,
264,2015,120.8075,7.568837687,132,
264,2016,127.635,13.67553352,163,
264,2017,,,51,
265,2012,37.9673,8.462697533,123,
265,2013,37.9673,8.462697533,123,
265,2014,37.9673,8.462697533,123,
265,2015,,,123,
266,2012,0.5508,1.1016,2,
266,2013,0.5508,1.1016,2,
266,2014,0.6804,0.809808844,3,
266,2015,,,2,
267,2012,39.732,13.52675486,14,
267,2013,39.732,11.48614536,18,
267,2014,39.732,11.48614536,18,
267,2015,,,7,
268,2012,,,1,
268,2013,,,1,
268,2014,,,1,
268,2015,,,1,
269,2012,56.4978,27.45850981,22,
269,2013,68.4284,28.84945025,25,
269,2014,68.4284,28.84945025,25,
269,2015,65.6524,27.70840668,20,
269,2016,49.6188,41.66132231,6,
269,2017,3.8776,2.152827356,6,
270,2012,48.33,21.08950006,16,
270,2013,50.94,21.21430024,18,
270,2014,57.732,21.94744837,19,
270,2015,57.732,22.32325763,18,
270,2016,57.732,23.94626184,10,
270,2017,66.066,20.4024767,25,
271,2012,33.699,14.09968978,9,
271,2013,33.934,14.97393047,10,
271,2014,33.934,14.97393047,10,
271,2015,8.2432,9.54556311,3,
271,2016,0,,1,
271,2017,0,,1,
272,2010,,,1,
272,2011,,,1,
272,2012,3.193,2.774621834,7,
272,2013,3.193,2.774621834,7,
272,2014,3.193,2.774621834,7,
272,2015,,,2,
273,2012,3.0338,6.0676,2,
273,2013,3.0338,6.0676,2,
273,2014,3.0338,6.0676,2,
274,2011,0.03,0.06,2,
274,2012,0.0418,0.0836,2,
274,2013,0.0418,0.0836,2,
274,2014,,,2,
274,2015,2.4178,0.540252813,50,
274,2016,1.7741,0.418524637,50,
274,2017,14.5725,4.361115668,64,
275,2012,19.7802,3.996442992,76,
275,2013,20.5875,4.345658065,81,
275,2014,26.4535,4.378430195,91,
275,2015,,,37,
276,2012,38.3554,9.700114544,24,
276,2013,38.3554,9.49656245,24,
276,2014,38.3554,9.499624514,24,
276,2015,,,3,
277,2012,11.438,11.69945475,3,
277,2013,11.438,11.69945475,3,
277,2014,11.438,11.69945475,3,
277,2015,,,1,
278,2012,1.488,0.668008926,11,
278,2013,1.488,0.668008926,11,
278,2014,1.488,0.668008926,11,
279,2012,59.1772,29.51121593,7,
279,2013,59.1772,29.51121593,7,
279,2014,59.1772,29.51121593,7,
279,2015,,,3,
280,2012,3.6608,2.626531852,5,
280,2013,3.6608,2.626531852,5,
280,2014,3.6608,2.626531852,5,
280,2015,,,3,
281,2012,12.608,5.819031131,7,
281,2013,12.608,5.814041878,7,
281,2014,13.6324,6.910882586,8,
281,2015,,,8,
282,2012,15.9222,17.72631583,3,
282,2013,15.9222,17.72631583,3,
282,2014,15.9222,17.72631583,3,
282,2015,,,2,
283,2012,56.1512,34.70218323,8,
283,2013,56.1512,32.7026012,9,
283,2014,56.1512,32.7026012,9,
283,2015,,,2,
284,2012,52.8945,23.22889591,15,
284,2013,60.085,21.24469853,17,
284,2014,74.7736,21.56474885,21,
284,2015,,,14,
285,2012,1.6756,0.78684553,7,
285,2013,1.6756,0.732768275,8,
285,2014,1.7464,0.655275753,10,
285,2015,,,8,
286,2012,75.7299,31.18590499,8,
286,2013,85.0704,36.03274214,15,
286,2014,85.0704,31.49864068,19,
286,2015,,,13,
287,2011,,,7,
287,2012,65.559,25.59415495,8,
287,2013,74.3002,28.74318698,9,
287,2014,126.711,44.90211796,11,
287,2015,,,9,
288,2012,,,5,
288,2013,,,5,
288,2014,,,5,
288,2015,,,5,
289,2012,149.6705,57.20350651,9,
289,2013,156.3471,55.76247559,14,
289,2014,156.3471,55.76247559,14,
289,2015,,,11,
290,2012,10.4496,4.613477636,19,
290,2013,10.4496,4.732748428,19,
290,2014,18.7844,6.937932476,23,
290,2015,,,19,
291,2010,,,1,
291,2011,,,1,
291,2012,31.9249,10.86828663,15,
291,2013,47.7675,16.02442538,24,
291,2014,47.7675,9.071066829,68,
291,2015,49.4466,9.489115417,70,
291,2016,48.9342,8.617798911,77,
291,2017,,,44,
292,2010,,,1,
292,2011,,,1,
292,2012,22.3992,7.810322907,14,
292,2013,22.3992,5.218410061,27,
292,2014,32.4276,8.68246681,50,
292,2015,39.2055,9.789843548,79,
292,2016,39.2055,9.312222269,119,
292,2017,,,92,
293,2012,58.422,46.37156074,4,
293,2013,58.422,46.37156074,4,
293,2014,58.422,46.37156074,4,
293,2015,,,2,
294,2011,,,7,
294,2012,0.1392,0.08110274,7,
294,2013,0.1392,0.08110274,7,
294,2014,0.1392,0.08110274,5,
294,2015,,,2,
295,2012,16.2733,4.852907781,15,
295,2013,,,15,
295,2014,17.1205,3.322826641,29,
295,2015,20.5932,5.244983948,36,
295,2016,24.543,6.264623156,32,
295,2017,24.543,11.02646798,16,
296,2010,0,,1,
296,2011,0,,1,
296,2012,0,,1,
296,2013,8.736,2.946622916,26,
296,2014,9.324,3.099419967,28,
296,2015,9.324,3.110487439,30,
296,2016,9.324,3.239093317,27,
296,2017,51.15,4.509020677,971,
297,2013,70.331,29.95836721,12,
297,2014,70.331,28.02789319,13,
297,2015,70.331,28.02789319,13,
297,2016,70.331,27.93487016,13,
297,2017,38.127,20.70929442,6,
298,2012,,,2,
298,2013,79.248,27.57405959,8,
298,2014,97.028,29.59599615,12,
298,2015,303.7855,106.4770819,24,
298,2016,164.4577,79.17531321,19,
298,2017,0,,13,
300,2013,30.264,6.641151728,45,
300,2014,30.264,6.184555906,50,
300,2015,30.264,6.184555906,50,
300,2016,1.8684,1.123960942,5,
301,2013,179.928,86.02707473,9,
301,2014,179.928,77.10263955,12,
301,2015,179.928,77.10263955,12,
301,2016,108.486,51.95981521,9,
301,2017,14.276,6.709638681,7,
302,2013,,,1,
302,2014,,,1,
302,2015,,,1,
303,2013,60.4881,57.885215,4,
303,2014,60.4881,57.885215,4,
303,2015,68.9804,45.63388458,7,
303,2016,118.7376,46.50700379,10,
303,2017,,,10,
304,2013,41.9958,14.87087054,22,
304,2014,,,22,
304,2015,41.9958,12.70477098,29,
304,2016,43.4401,11.95445224,41,
304,2017,147.6993,18.23451772,73,
305,2013,33.026,11.3708737,36,
305,2014,,,36,
305,2015,33.026,11.3708737,36,
305,2016,46.6752,5.117302921,184,
305,2017,27.5807,4.724192492,281,
306,2014,75.465,15.18985016,25,
306,2015,75.465,14.15035301,27,
306,2016,75.465,8.112799618,57,
306,2017,20.2521,4.92323152,60,
307,2014,4.3263,1.36511628,17,
307,2015,4.3263,1.36511628,17,
307,2016,4.3263,1.36511628,17,
307,2017,9.099,2.472025405,46,
308,2014,99.107,39.02959801,28,
308,2015,100.358,39.63765224,29,
308,2016,104.5456,38.94189924,31,
308,2017,113.712,35.93850035,275,
309,2014,59.364,4.792586996,98,
309,2015,59.364,4.577060336,108,
309,2016,59.364,4.324373944,116,
309,2017,102.661,16.55024036,68,
310,2014,16.4523,8.358553458,9,
310,2015,16.4523,8.358553458,9,
310,2016,,,9,
310,2017,16.4523,8.358553458,9,
311,2015,4.3977,1.517655238,16,
311,2016,4.3977,1.517655238,16,
311,2017,12.0827,7.977549057,29,
312,2016,,,2,
312,2017,,,2,
313,2017,46.8707,20.87862831,13,
314,2017,33.796,15.17838066,17,
315,2017,20.979,17.08643265,6,
316,2017,25.098,11.73976909,88,
