ID,ID2,Latitude,Longitude,Elevation,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,Rad01,Rad02,Rad03,Rad04,Rad05,Rad06,Rad07,Rad08,Rad09,Rad10,Rad11,Rad12,DD_0_01,DD_0_02,DD_0_03,DD_0_04,DD_0_05,DD_0_06,DD_0_07,DD_0_08,DD_0_09,DD_0_10,DD_0_11,DD_0_12,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,DD_18_01,DD_18_02,DD_18_03,DD_18_04,DD_18_05,DD_18_06,DD_18_07,DD_18_08,DD_18_09,DD_18_10,DD_18_11,DD_18_12,DD18_01,DD18_02,DD18_03,DD18_04,DD18_05,DD18_06,DD18_07,DD18_08,DD18_09,DD18_10,DD18_11,DD18_12,NFFD01,NFFD02,NFFD03,NFFD04,NFFD05,NFFD06,NFFD07,NFFD08,NFFD09,NFFD10,NFFD11,NFFD12,PAS01,PAS02,PAS03,PAS04,PAS05,PAS06,PAS07,PAS08,PAS09,PAS10,PAS11,PAS12,Eref01,Eref02,Eref03,Eref04,Eref05,Eref06,Eref07,Eref08,Eref09,Eref10,Eref11,Eref12,CMD01,CMD02,CMD03,CMD04,CMD05,CMD06,CMD07,CMD08,CMD09,CMD10,CMD11,CMD12,RH01,RH02,RH03,RH04,RH05,RH06,RH07,RH08,RH09,RH10,RH11,RH12
S02,Sweetwater River,32.89928,-116.5849,1168,13.3,18.5,16.9,19.9,21.9,28.6,32.1,31.5,29,24.8,19.8,14.2,2.5,2.9,4.1,5.5,6.7,11,13.8,13.8,11.5,8.7,5.6,2.9,7.9,10.7,10.5,12.7,14.3,19.8,22.9,22.7,20.3,16.8,12.7,8.6,158,9,50,35,38,2,2,2,14,16,35,195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9,4,3,1,0,0,0,0,0,0,1,7,100,162,175,233,290,444,554,546,457,365,233,121,317,200,234,171,131,23,4,5,25,73,168,290,0,1,1,4,9,79,153,146,92,25,3,0,22,21,26,27,29,30,31,31,30,30,27,23,2,0,0,0,0,0,0,0,0,0,0,1,46,70,87,116,142,179,201,181,141,102,64,45,0,61,38,80,104,177,199,179,126,86,29,0,65,52,60,56,54,50,50,51,51,53,57,61
S07,West Fork Mojave River,34.28425,-117.375389,1092,13.1,18.2,17.3,20.1,22.5,28.4,32.2,30.8,27.9,22.4,19,13.6,3.5,3.8,5.1,7,8.1,12.5,15.3,15.2,13.6,10.5,6.9,3.6,8.3,11,11.2,13.5,15.3,20.4,23.7,23,20.7,16.5,12.9,8.6,138,21,53,19,25,6,1,1,8,26,34,182,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8,3,3,0,0,0,0,0,0,0,1,7,110,170,195,257,322,462,580,557,471,356,240,121,306,199,212,148,104,18,3,4,21,79,162,290,0,1,1,6,14,91,179,156,103,22,4,0,24,23,28,29,30,30,31,31,30,31,29,25,2,0,0,0,0,0,0,0,0,0,0,1,42,66,85,111,141,172,195,169,126,84,57,40,0,45,32,92,116,166,194,168,118,58,23,0,69,55,61,60,57,55,53,56,59,64,62,65
S08,Redwood Creek,36.69096,-118.909607,1682,9.5,12.6,11.5,14.2,17.4,24.6,27.7,27,23.9,17.7,14,9.3,-1.1,-2.5,.3,2.7,6.1,10.8,12.6,12.2,9.1,5.7,1.6,-2.2,4.2,5.1,5.9,8.5,11.8,17.7,20.2,19.6,16.5,11.7,7.8,3.6,302,33,188,83,30,12,1,1,2,70,85,211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,17,13,3,0,0,0,0,0,1,5,27,32,38,55,112,212,380,470,452,344,211,96,26,431,358,377,287,201,49,14,21,76,199,308,445,0,0,0,0,3,41,82,71,30,3,0,0,12,7,16,22,29,30,31,31,29,28,19,9,16,1,6,2,0,0,0,0,0,0,2,12,34,50,63,85,109,146,166,147,109,68,44,30,0,16,0,2,80,135,165,146,107,0,0,0,64,51,63,63,64,59,56,57,56,62,60,59
S10,North Fork Middle Fork Tule,36.20081,-118.650917,1288,10.2,14.6,13.7,17.6,20.6,27.8,30.8,29.7,26.5,20.4,15.5,10.5,2.3,1.4,4.2,6.4,8.6,13.5,15.7,15.1,12.1,9,5.1,1.6,6.3,8,8.9,12,14.6,20.6,23.3,22.4,19.3,14.7,10.3,6,241,29,163,66,26,10,0,0,1,53,70,188,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,8,5,1,0,0,0,0,0,0,2,14,64,94,127,213,300,469,566,539,429,301,164,60,366,276,283,190,123,17,3,6,33,121,231,369,0,0,0,3,10,95,165,139,72,10,0,0,21,17,26,28,30,30,31,31,30,31,26,19,6,0,1,0,0,0,0,0,0,0,1,4,33,53,66,96,124,162,180,158,118,74,45,31,0,24,0,29,98,152,180,158,116,21,0,0,73,58,69,65,63,59,57,58,58,65,67,69
S11,Mill Creek,34.07808,-116.87558,1990,7.8,12.7,11.5,14.8,17.2,23.5,26.6,25.1,22.4,18.6,13.7,8.6,-3.6,-3.4,-1.9,.1,2.1,7.6,10.7,9.8,7.1,3.8,.1,-3.2,2.1,4.7,4.8,7.4,9.6,15.5,18.6,17.5,14.8,11.2,6.9,2.7,159,19,57,34,38,5,3,2,15,38,42,245,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,41,19,18,4,0,0,0,0,0,1,7,33,15,33,38,87,152,316,423,387,294,197,76,20,496,369,413,318,260,92,28,50,113,212,334,470,0,0,0,0,1,17,48,32,17,2,0,0,7,6,9,15,21,29,31,31,28,25,15,7,18,1,4,1,1,0,0,0,0,0,1,20,35,55,70,95,120,150,166,145,110,79,49,34,0,35,13,61,82,145,163,143,95,42,6,0,60,47,55,54,53,53,54,55,54,55,56,56
S15,Rock Creek,43.37876,-122.952072,1168,8.6,11.4,10.9,16.3,19.2,22.9,25.9,28.2,23,15.3,12.4,6.6,2.1,3,2.8,4.3,6.7,9.6,12.2,12,10.6,9.2,5.2,-.6,5.3,7.2,6.8,10.3,13,16.3,19.1,20.1,16.8,12.3,8.8,3,554,194,410,144,52,66,36,4,28,649,368,509,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18,10,10,2,0,0,0,0,0,1,4,31,47,76,73,163,251,337,436,468,356,228,123,22,396,298,349,232,168,76,23,16,68,186,276,461,1,1,1,5,11,23,57,83,35,7,2,0,21,21,23,26,29,30,31,31,30,31,27,13,19,3,7,1,0,0,0,0,0,1,6,37,20,32,48,84,113,132,146,144,88,40,26,18,0,0,0,0,61,65,110,139,60,0,0,0,78,72,73,62,61,60,60,54,63,80,76,80
S16,O'Neil Creek,41.80979,-123.118874,1092,8.7,12,12.5,18,21.4,26.2,29.6,30.7,25.7,16.6,13.4,7,1.5,1.2,2.2,4.2,6.9,10.5,14.1,13.8,11.1,8.8,4.2,-1.1,5.1,6.6,7.3,11.1,14.2,18.3,21.9,22.2,18.4,12.7,8.8,2.9,301,60,184,50,16,16,13,1,1,226,114,230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19,11,9,1,0,0,0,0,0,0,4,32,43,64,84,184,287,399,522,534,401,242,122,21,404,315,333,213,134,39,6,6,44,174,276,464,1,1,2,7,16,51,123,133,56,9,2,0,19,17,21,25,30,30,31,31,30,30,25,12,12,1,2,0,0,0,0,0,0,0,2,17,23,38,57,95,128,154,169,158,103,48,31,20,0,0,0,45,113,138,156,157,102,0,0,0,75,64,66,57,56,54,56,53,57,75,70,77
S17,Deep Creek,41.66546,-123.113411,680,8.8,13.3,14.6,21.1,24.8,29.7,33.3,34.1,28.9,19.8,14.6,7.1,.7,1,2.9,5.3,7.7,11.5,14.9,14.3,10.9,8.4,3.9,-1.8,4.7,7.2,8.7,13.2,16.2,20.6,24.1,24.2,19.9,14.1,9.3,2.6,50,5,9,6,7,12,16,1,0,38,26,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21,10,6,1,0,0,0,0,0,0,3,34,38,75,121,249,349,467,592,593,447,285,135,19,414,300,290,156,82,17,2,2,28,135,262,474,1,1,3,13,31,94,192,192,85,15,2,0,17,16,23,27,30,30,31,31,30,30,24,10,2,0,0,0,0,0,0,0,0,0,0,3,24,41,64,109,148,177,195,180,120,61,34,21,0,36,56,103,141,165,179,179,119,24,9,0,72,60,62,52,50,49,50,47,49,65,65,74
S18,Little Jameson Creek,39.74298,-120.70401,1593,6.7,10.8,11.1,15.5,18.6,24.9,28.3,28.1,24.3,16.8,12.1,6.5,-2.1,-3.1,-1.2,1.1,3.9,8,10.1,9.5,6.6,4.1,.3,-4.3,2.3,3.9,4.9,8.3,11.2,16.5,19.2,18.8,15.5,10.4,6.2,1.1,424,62,312,135,54,19,3,2,3,196,100,281,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,39,23,17,3,0,0,0,0,0,1,9,50,16,25,40,108,198,343,440,427,314,177,64,11,489,391,407,292,213,72,22,30,97,235,354,522,0,0,0,0,2,25,59,54,22,1,0,0,10,6,11,18,26,29,31,31,28,26,15,5,45,4,18,3,1,0,0,0,0,1,4,45,25,41,59,90,120,154,174,155,109,61,35,22,0,0,0,0,66,135,171,154,107,0,0,0,69,53,59,55,55,51,49,48,49,60,61,65
S29,Oregon Creek,39.39442,-121.083023,440,13.8,18.5,18.4,22.5,25.3,32,35.5,35.2,31.8,24.1,19.7,13.9,4.2,4,6.3,8.5,10.7,14.2,16.4,15.3,13.2,10.2,6.1,2.1,9,11.2,12.4,15.5,18,23.1,25.9,25.2,22.5,17.1,12.9,8,444,55,360,138,37,11,1,1,2,188,118,298,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7,3,2,0,0,0,0,0,0,0,1,8,131,175,232,315,403,542,648,626,523,376,239,105,283,193,182,97,50,6,1,1,12,65,162,308,0,1,2,15,43,158,247,225,145,29,4,0,26,23,29,30,31,30,31,31,30,31,28,21,4,0,0,0,0,0,0,0,0,0,0,2,35,56,79,114,147,189,211,190,136,80,49,32,0,1,0,0,111,178,210,189,134,0,0,0,68,55,62,58,57,51,49,47,49,59,58,65
